['jaise', 'जैसे']
['jitne', 'जीतने']
['jeetne', 'जीतने']
['janwan', 'जनवान']
['jamaalo', 'जमालो']
['jagaavi', 'जागावी']
['jaavi', 'जावी']
['jagaake', 'जगाके']
['jaaniya', 'जानिया']
['joban', 'जोबन']
['jindgaani', 'जिंदगानी']
['jindagaani', 'जिंदगानी']
['jhoomka', 'झूमका']
['je', 'जे']
['jeee', 'जे']
['jiname', 'जिनमे']
['jharne', 'झरने']
['jaava', 'जावा']
['jaawa', 'जावा']
['jawa', 'जावा']
['jasbaat', 'जसबात']
['jaaniyaan', 'जानियाँ']
['jaanemann', 'जानेमंन']
['jagaate', 'जगाते']
['just', 'जस्ट']
['jari', 'जारी']
['jaari', 'जारी']
['judana', 'जुड़ना']
['jhapakate', 'झपकते']
['jhapakte', 'झपकते']
['jhuti', 'झुटि']
['jaaengi', 'जाएंगी']
['jaaengii', 'जाएंगी']
['jaayengi', 'जाएंगी']
['jayengi', 'जाएंगी']
['jaayengee', 'जाएंगी']
['jode', 'जोड़े']
['jore', 'जोड़े']
['jaaven', 'जावें']
['jit', 'जित']
['jaaun', 'जाऊं']
['jaauun', 'जाऊं']
['jaun', 'जाऊं']
['jalakar', 'जलकर']
['jalkar', 'जलकर']
['jalaaya', 'जलाय']
['jaadugar', 'जादुगर']
['jakhmon', 'ज़ख्मों']
['jamaaya', 'जमाया']
['judi', 'जुड़ी']
['jharnon', 'झरनों']
['jharanon', 'झरनों']
['jhaalar', 'झालर']
['jaataan', 'जाताँ']
['janak', 'जनक']
['janaka', 'जनक']
['jhukaane', 'झुकाने']
['janaab', 'जनाब']
['janab', 'जनाब']
['janaabe', 'जनाब']
['jukadi', 'झुकाई']
['jhukaai', 'झुकाई']
['jhulaaengi', 'झुलाएँगी']
['jalaate', 'जलाते']
['jalate', 'जलाते']
['jiyega', 'जियेगा']
['jiyegaa', 'जियेगा']
['jaayen', 'जायेँ']
['jaaten', 'जातें']
['jaate', 'जातें']
['jhuloongi', 'झूलूँगी']
['jhaanjhari', 'झाँझरी']
['jhukaaye', 'झुकाये']
['jhukaye', 'झुकाये']
['jukaye', 'झुकाये']
['justaju', 'जुस्तजू']
['justajoo', 'जुस्तजू']
['justajuu', 'जुस्तजू']
['jud', 'जुड़']
['japta', 'जपता']
['jiyenge', 'जियेंगे']
['jeeyenge', 'जियेंगे']
['jazb', 'जज़्ब']
['jazba', 'जज़्ब']
['jade', 'जड़े']
['jisam', 'जिसम']
['jism', 'जिसम']
['jataao', 'जताओ']
['jalte', 'जल्ते']
['jinamein', 'जिनमें']
['jinmein', 'जिनमें']
['jubaan', 'जुबां']
['jahanwale', 'जहाँवाले']
['jaatin', 'जातीं']
['jaati', 'जातीं']
['jamaaye', 'जमाए']
['jaanke', 'जानके']
['jaanake', 'जानके']
['jhoomaa', 'झूमा']
['jhooma', 'झूमा']
['jadur', 'जदुर']
['jadugari', 'जादुगरी']
['jabaki', 'जबकी']
['jonaa', 'जोना']
['jona', 'जोना']
['jataaoge', 'जताओगे']
['jazbaa', 'जज़्बा']
['jazba', 'जज़्बा']
['jalaataa', 'जलाता']
['jalaata', 'जलाता']
['jalata', 'जलाता']
['jurmaana', 'जुर्माना']
['joru', 'जोरू']
['joruu', 'जोरू']
['javaahar', 'जवाहर']
['jawaahar', 'जवाहर']
['jhuumate', 'झूमते']
['jhoomate', 'झूमते']
['jumte', 'झूमते']
['janaa', 'जना']
['jallaad', 'जल्लाद']
['jodo', 'जोड़ो']
['jharokhon', 'झरोखों']
['jalaayenge', 'जलाएंगे']
['juganu', 'जुगनू']
['juganuu', 'जुगनू']
['juganoo', 'जुगनू']
['jugnu', 'जुगनू']
['jhun', 'झुन']
['jagaya', 'जगाया']
['jagaaya', 'जगाया']
['jagaayaa', 'जगाया']
['jaagoon', 'जागूँ']
['jaagun', 'जागूँ']
['jaaguun', 'जागूँ']
['jagoon', 'जागूँ']
['jeetogi', 'जीतोगी']
['jode', 'जूड़े']
['joode', 'जूड़े']
['juude', 'जूड़े']
['jhum', 'झुम']
['jhoomenge', 'झूमेंगे']
['jhuumenge', 'झूमेंगे']
['jhuumeinge', 'झूमेंगे']
['jhumenge', 'झूमेंगे']
['japoon', 'जपूँ']
['japun', 'जपूँ']
['jindari', 'जिन्दरी']
['jalvon', 'जल्वों']
['jadaal', 'जदाल']
['jaanevaalon', 'जानेवालों']
['jashn', 'जश्न']
['jhaankaa', 'झाँका']
['jhaanka', 'झाँका']
['jiven', 'जीवे']
['jaase', 'जासे']
['ja', 'ज']
['jo', 'ज']
['jaanewale', 'जानेवाली']
['jaanevaali', 'जानेवाली']
['jhanjhariya', 'झाँझरिया']
['jhaanjhariya', 'झाँझरिया']
['jhuumakar', 'झूमकर']
['jhumkar', 'झूमकर']
['jhoomkar', 'झूमकर']
['jhakole', 'झकोले']
['jhil', 'झील']
['jagmagaaye', 'जगमगाये']
['julmi', 'जुल्मी']
['jape', 'जपे']
['jugnu', 'जुग्नू']
['jaagana', 'जागना']
['jaagna', 'जागना']
['jaaiye', 'जाइये']
['jaiye', 'जाइये']
['jaaeeye', 'जाइये']
['jaaye', 'जाइये']
['jaayiye', 'जाइये']
['jaadu', 'जादु']
['jagaaiye', 'जगाइये']
['jamaal', 'जमाल']
['jalaao', 'जलाओ']
['jalaayo', 'जलाओ']
['jalao', 'जलाओ']
['jhukaao', 'झुकाओ']
['jawani', 'जवनी']
['jhukaayen', 'झुकायें']
['jall', 'जल्ल']
['jalaalahu', 'जलालहू']
['jaayengi', 'जाएँगी']
['jaayegi', 'जाएँगी']
['jayegi', 'जाएँगी']
['jaaengi', 'जाएँगी']
['jori', 'जोरी']
['jeck', 'जैक्']
['jootiyon', 'जूतियों']
['jaanejahaan', 'जानेजहाँ']
['jamne', 'जमने']
['jamaaye', 'जमाये']
['julfon', 'जुल्फ़ों']
['jogeera', 'जोगीरा']
['jhele', 'झेले']
['jazbon', 'जज़्बों']
['ji', 'जि']
['jataane', 'जताने']
['jatane', 'जताने']
['jaayegi', 'ज़ायेगी']
['jaaduugarani', 'जादूगरनी']
['jaadoogarni', 'जादूगरनी']
['jamiyaan', 'जमियां']
['jaaniyaan', 'जानियां']
['jagamagaahat', 'जगमगाहट']
['jhaanke', 'झाँके']
['jharokhe', 'झरोखे']
['jinaane', 'जिनाने']
['japayaan', 'जपयां']
['jinat', 'जीनत']
['jalaal', 'जलाल']
['jiyenge', 'जिएँगे']
['jhil', 'झिल']
['jagamagaaya', 'जगमगाया']
['jagmagaaya', 'जगमगाया']
['jagamagaayaa', 'जगमगाया']
['jhummar', 'झुम्मर']
['juute', 'जूते']
['jute', 'जूते']
['jyoti', 'ज्योती']
['jyotii', 'ज्योती']
['jara', 'जरा']
['jaraa', 'जरा']
['jadoongee', 'जड़ूँगी']
['jisas', 'जीसस']
['jhukaakar', 'झुकाकर']
['jeep', 'जीप']
['jagaado', 'जगादो']
['janon', 'जनों']
['jano', 'जनों']
['japa', 'जपा']
['jaanu', 'जानु']
['jagaayen', 'जगायें']
['jagaaye', 'जगायें']
['jhenp', 'झेंप']
['jalaaoge', 'जलाओगे']
['jan', 'झन']
['janjal', 'जंजाल']
['janjaal', 'जंजाल']
['jhagda', 'झगड़ा']
['jagda', 'झगड़ा']
['jadaa', 'जड़ा']
['jada', 'जड़ा']
['jamuna', 'जमना']
['jamanaa', 'जमना']
['jamana', 'जमना']
['jind', 'जिन्द']
['jatii', 'जती']
['jaati', 'जती']
['jati', 'जती']
['jhulein', 'झूलें']
['jhoolen', 'झूलें']
['jhuulein', 'झूलें']
['jodi', 'जोदि']
['jagmagaane', 'जगमगाने']
['jagmagane', 'जगमगाने']
['janmabhumi', 'जन्मभूमि']
['jalaayein', 'जलाएँ']
['jalaaen', 'जलाएँ']
['jalayen', 'जलाएँ']
['jalein', 'जलें']
['jale', 'जलें']
['jalen', 'जलें']
['jalega', 'जलेगा']
['jalegaa', 'जलेगा']
['jalenga', 'जलेगा']
['jiyun', 'जियूँ']
['jiyoon', 'जियूँ']
['jaandi', 'जांदी']
['jagaye', 'जगे']
['jage', 'जगे']
['jagey', 'जगे']
['jhaanke', 'झांके']
['jalaale', 'जलाले']
['jiyaara', 'जियारा']
['jiyaaraa', 'जियारा']
['jiyara', 'जियारा']
['jamaane', 'जमाने']
['jum', 'जुम']
['jisame', 'जिसमे']
['jisme', 'जिसमे']
['jamaava', 'जमावा']
['juramaane', 'जुरमाने']
['jhoolana', 'झूलना']
['jhuulana', 'झूलना']
['jhoolna', 'झूलना']
['jaamun', 'जामुन']
['jyaasti', 'ज्यास्ती']
['jazbaaton', 'जज़्बातों']
['jaanaleva', 'जानलेवा']
['jayegi', 'जयेगी']
['jalvaagar', 'जल्वागर']
['jalavagar', 'जलवागर']
['jhir', 'झिर']
['janvari', 'जनवरी']
['jun', 'जून']
['juun', 'जून']
['jine', 'जिने']
['jalimaa', 'ज़ालिमा']
['jhagadkar', 'झगड़कर']
['juganun', 'जुगनूं']
['jugnun', 'जुगनूं']
['jugno', 'जुगनूं']
['jaaunga', 'जाउंगा']
['jyotishi', 'ज्योतिशी']
['jaananaa', 'जानना']
['jhumake', 'झूमके']
['jhoomke', 'झूमके']
['jhuumake', 'झूमके']
['julate', 'जुलते']
['jataake', 'जताके']
['jodenge', 'जोड़ेँगे']
['jija', 'जीजा']
['jeeja', 'जीजा']
['jhukanaa', 'झुकना']
['jhukana', 'झुकना']
['jhukna', 'झुकना']
['jaanoge', 'जानोगे']
['jazbe', 'जज़्बे']
['jaalaaye', 'जालाए']
['jhaal', 'झाल']
['jhankaaram', 'झंकारम']
['jora', 'जोरा']
['joraa', 'जोरा']
['jumr', 'जुमर्']
['jaada', 'जाड़ा']
['jadha', 'जाड़ा']
['jaade', 'जाड़े']
['jhumarii', 'झुमरी']
['jhumari', 'झुमरी']
['jeetana', 'जीतना']
['jeetna', 'जीतना']
['jantar', 'जंतर']
['jaali', 'जाली']
['jaalee', 'जाली']
['jali', 'जाली']
['jawaaniyon', 'जवानियों']
['javaaniyon', 'जवानियों']
['jaagna', 'जगना']
['jagana', 'जगना']
['jinda', 'जिन्दा']
['janaaje', 'जनाजे']
['jinda', 'जिंदा']
['jhalakana', 'झलकना']
['jhukuun', 'झुकूँ']
['jhukun', 'झुकूँ']
['jaagat', 'जागत']
['jagaao', 'जगाओ']
['jubaan', 'जुबान']
['jevar', 'जेवर']
['javaabee', 'जवाबी']
['javaabi', 'जवाबी']
['janakapuri', 'जनकपुरी']
['jaren', 'जरें']
['jhankaar', 'झन्कार']
['julamva', 'जुलम्वा']
['jaanejaan', 'जानेजां']
['jaanoongi', 'जानूंगी']
['jheloongi', 'झेलूंगी']
['jhulaao', 'झुलाओ']
['jhola', 'झोला']
['jusataju', 'जुसतजू']
['jhopadi', 'झोपड़ी']
['jhaanjhanon', 'झाँझनों']
['jeejaaji', 'जीजाजी']
['jijaji', 'जीजाजी']
['jagaayega', 'जगायेगा']
['jaaniyo', 'जानियो']
['jagegi', 'जगेगी']
['jhaniyaa', 'जनिया']
['jhankaye', 'झनकाये']
['jhuloo', 'झूलूँ']
['jhooluun', 'झूलूँ']
['jhuulegi', 'झूलेगी']
['jaageeron', 'जागीरों']
['jaagiron', 'जागीरों']
['janti', 'जनती']
['jhagadata', 'झगड़ता']
['jooton', 'जूतों']
['juuton', 'जूतों']
['joda', 'जोदा']
['jiyunga', 'जियूँगा']
['jioongaa', 'जियूँगा']
['jaahilapan', 'जाहिलपन']
['jhilmil', 'झिल्मिल']
['jaanenge', 'जानेंगे']
['jhooton', 'झूटों']
['jhaankati', 'झाँकती']
['jhukaaogi', 'झुकाओगी']
['jhelenge', 'झेलेंगे']
['jagaayen', 'जगाएं']
['jagaauun', 'जगाऊँ']
['jagaaoon', 'जगाऊँ']
['jagaun', 'जगाऊँ']
['janamaa', 'जनमा']
['jagaauun', 'जगाऊं']
['jataaye', 'जताये']
['jagamagaate', 'जगमगाते']
['jagmagaate', 'जगमगाते']
['jaanaki', 'जानकी']
['janaki', 'जानकी']
['jaanakii', 'जानकी']
['japate', 'जपते']
['jalaayenge', 'जलायेंगे']
['jaavat', 'जावत']
['jhukata', 'झुकाता']
['jhukaata', 'झुकाता']
['jokar', 'जोकर']
['jodna', 'जोड़ना']
['joodna', 'जोड़ना']
['jaiyo', 'जैयो']
['jhulaauun', 'झुलाऊँ']
['jhuulaauun', 'झूलाऊँ']
['jhoolaaun', 'झूलाऊँ']
['jagamagao', 'जगमगाओ']
['jagmagaao', 'जगमगाओ']
['jhingilala', 'झिंगिलला']
['jigar', 'जीगर']
['jhonkon', 'झोंकों']
['jyot', 'जोत']
['jot', 'जोत']
['jinpar', 'जिनपर']
['jhukoge', 'झुकोगे']
['jhilon', 'झीलों']
['jhiilon', 'झीलों']
['jeelon', 'झीलों']
['jhadiyaan', 'झड़ियाँ']
['jaavan', 'जावन']
['jaawan', 'जावन']
['jagamagajag', 'जगमगजग']
['jhilamilaayen', 'झिलमिलायें']
['jagamagaayen', 'जगमगायें']
['juden', 'जुड़ें']
['jumbalika', 'जुम्बलिका']
['jumba', 'जुम्बा']
['jataate', 'जताते']
['jagamaai', 'जगमाई']
['japi', 'जपी']
['jhuumengi', 'झूमेंगी']
['jhuulengi', 'झूलेंगी']
['jyoton', 'ज्योतों']
['jalaayee', 'जलायी']
['jalaayi', 'जलायी']
['jeena', 'जिना']
['jagegi', 'जागेगी']
['jaalon', 'जालों']
['jalse', 'जलसे']
['jabaan', 'जबान']
['jikra', 'जिक्र']
['jhankaar', 'झनकार']
['jeeyogi', 'जियोगी']
['jaloge', 'जलोगे']
['jas', 'जस']
['jhaley', 'झाली']
['jebon', 'जेबों']
['jaagenge', 'जागेंगे']
['jaanakiinaayakam', 'जानकीनायकम']
['jhunu', 'झुनु']
['jhilmilaayein', 'झिलमिलाएँ']
['jito', 'जीतो']
['jodake', 'जोड़के']
['jhilamilaati', 'झिलमिलाती']
['jayapur', 'जयपुर']
['jugni', 'जुगनी']
['jagmagaayi', 'जगमगाई']
['jaaho', 'जाहो']
['jalwa', 'जल्वा']
['jalvaa', 'जल्वा']
['jamaai', 'जमाई']
['jamaayi', 'जमाई']
['jhagadate', 'झगड़ते']
['jannatein', 'जन्नतें']
['jhoomega', 'झूमेगा']
['jhuumegaa', 'झूमेगा']
['jodoon', 'जोड़ूं']
['jugnuon', 'जुगनुओं']
['juganuon', 'जुगनुओं']
['jhaankati', 'झांकती']
['jawaani', 'ज़वानी']
['jaana', 'ज़ाना']
['jhukaayenge', 'झुकायेंगे']
['jhilmilaane', 'झिलमिलाने']
['jhilamilaane', 'झिलमिलाने']
['jalak', 'झलक']
['jataaya', 'जताया']
['jataayaa', 'जताया']
['jaanateen', 'जानतीं']
['jaahil', 'जाहिल']
['junoon', 'जुनोओन']
['jindagee', 'जिन्दगी']
['jadhi', 'झड़ी']
['jadi', 'झड़ी']
['jaaniye', 'जानिये']
['jhulaaye', 'झुलाए']
['jhulaae', 'झुलाए']
['jhilmilaaye', 'झिल्मिलाए']
['juwa', 'जुआ']
['jua', 'जुआ']
['julm', 'जुल्म']
['jaalimaan', 'जालिमां']
['jhumbe', 'झुम्बे']
['jumhe', 'जुम्हे']
['jigar', 'जिग़र']
['jagata', 'जगता']
['jaagataa', 'जगता']
['jalaaoonga', 'जलाऊँगा']
['jhukega', 'झुकेगा']
['javaaniyaan', 'जवानियां']
['jawaaniyaa', 'जवानियां']
['jiyara', 'जीयरा']
['jaladi', 'जलदी']
['jagaavo', 'जगावो']
['japo', 'जपो']
['jaapaan', 'जापान']
['japan', 'जापान']
['jannaton', 'जन्नतों']
['jadte', 'जड़ते']
['jholiyon', 'झोलियों']
['jhopade', 'झोपड़े']
['jalaake', 'जालाके']
['jhamelon', 'झमेलों']
['jivanaveli', 'जीवनवेली']
['jhuriryon', 'झुरिर्यों']
['jhagadna', 'झगड़ना']
['jame', 'जमे']
['jahaaj', 'जहाज']
['jagamagaaye', 'जगमगाए']
['jagamagaae', 'जगमगाए']
['jagmagaaye', 'जगमगाए']
['jaagada', 'जागदा']
['jaadui', 'जादुई']
['jinaan', 'जिनां']
['jhuumari', 'झूमरी']
['jinnaan', 'जिन्नां']
['jatke', 'झटके']
['jalke', 'जलके']
['jalake', 'जलके']
['jhapakana', 'झपकना']
['jaayega', 'जायेग']
['jhaanjhan', 'झाँझन']
['jitendra', 'जितेन्द्र']
['jabake', 'जबके']
['jamaate', 'जमाते']
['jhela', 'झेला']
['jaaiyega', 'जाइयेगा']
['jaaeeyegaa', 'जाइयेगा']
['jhingoda', 'झिंगोड़ा']
['jhing', 'झिंग']
['jagaanevaala', 'जगानेवाला']
['jhaankunga', 'झाँकूंगा']
['justuju', 'जुस्तुजू']
['jhilmilaate', 'झिलमिलाते']
['jhilamilaate', 'झिलमिलाते']
['jaama', 'जामा']
['jagamagaake', 'जगमगाके']
['jagmagaake', 'जगमगाके']
['jagmagake', 'जगमगाके']
['jhankaren', 'झनकारें']
['jhankarein', 'झनकारें']
['jindava', 'जिंदवा']
['jaavoge', 'जावोगे']
['jumme', 'जुम्मे']
['jummeraat', 'जुम्मेरात']
['jahannum', 'जहन्नुम']
['jaagne', 'जागने']
['jaagane', 'जागने']
['jayenge', 'जायेँगे']
['jhoken', 'झोकें']
['jhukata', 'झुकता']
['jhukta', 'झुकता']
['jaagun', 'जागूं']
['jaagoon', 'जागूं']
['jaaguun', 'जागूं']
['jhukti', 'झुकति']
['jaalamaan', 'जालमाँ']
['jhamela', 'झमेला']
['jhelen', 'झेलें']
['jhaakuun', 'झाकूँ']
['jalaana', 'जलान']
['jagaayengi', 'जगायेंगी']
['janzir', 'जंज़ीर']
['jeetenge', 'जीतेंगे']
['jisko', 'जिस्को']
['jaante', 'जान्ते']
['javaiya', 'जवैया']
['jvaalaamukhi', 'ज्वालामुखी']
['jagatii', 'जगती']
['jagati', 'जगती']
['jagti', 'जगती']
['jivanmen', 'जीवन्में']
['janita', 'जनित']
['jatam', 'जतम']
['jagan', 'जगन']
['jayate', 'जयते']
['jinhone', 'जिन्होने']
['jhilamilaae', 'झिलमिलाए']
['jalaai', 'जलाइ']
['jhuumon', 'झूमों']
['jhuteyaa', 'झूटेया']
['jhute', 'झूटे']
['jhuute', 'झूटे']
['jhulate', 'झूलते']
['joraajori', 'जोराजोरी']
['jaayenga', 'जायेंगा']
['jagamagaata', 'जगमगाता']
['jagamagaataa', 'जगमगाता']
['jummaa', 'जुम्मा']
['jumma', 'जुम्मा']
['jeene', 'जीनें']
['jogiya', 'जोगिया']
['joogiya', 'जोगिया']
['jogiyaa', 'जोगिया']
['jagaale', 'जगाले']
['jalnewaalaa', 'जलनेवाला']
['jhilmilaye', 'झिलमिलाये']
['jung', 'जुंग']
['jach', 'जाच']
['jingle', 'जिंगल']
['jebe', 'जेबे']
['jhute', 'झुटे']
['joton', 'जोतों']
['jotaan', 'जोताँ']
['jhijakne', 'झिझकने']
['jodenge', 'जोड़ेंगे']
['jagwaale', 'जगवाले']
['janami', 'जनमी']
['jaanejaan', 'जानेजाँ']
['jaanejigar', 'जानेजिगर']
['jhingaapur', 'झिंगापुर']
['jhamatiki', 'झमतिकि']
['jhunaa', 'झुना']
['jhuna', 'झुना']
['jhulasa', 'झुलसा']
['jabaan', 'जबां']
['jangalaa', 'जंगला']
['jaltarang', 'जलतरंग']
['jalatarang', 'जलतरंग']
['jokhuun', 'जोखूँ']
['jubh', 'जुभ']
['juban', 'जुबन']
['julna', 'जुलना']
['jhulasi', 'झुलसी']
['jeeye', 'जीये']
['jiyat', 'जियत']
['jehi', 'जेहि']
['jadi', 'जड़ी']
['jhoolaane', 'झूलाने']
['jataaye', 'जताए']
['jataae', 'जताए']
['joganiya', 'जोगनिया']
['jagaayuungi', 'जगाऊँगी']
['jamaadaar', 'जमादार']
['jigariya', 'जिगरिया']
['jhino', 'झीनो']
['juuli', 'जूली']
['jhin', 'झिन']
['jhukake', 'झुकाके']
['jhukaake', 'झुकाके']
['jaanane', 'जानने']
['jaanne', 'जानने']
['janchataa', 'जंचता']
['jaya', 'जया']
['jataaon', 'जटाओं']
['jindagaani', 'जिन्दगानी']
['jabaki', 'जबकि']
['jundhariyaa', 'जुन्धरिया']
['jangalon', 'जंगलों']
['jungelo', 'जंगलों']
['junglon', 'जंगलों']
['jalaayegi', 'जलाएगी']
['jharna', 'झरना']
['juluus', 'जुलूस']
['jins', 'जिंस']
['jhel', 'झेल']
['jhulani', 'झूलनी']
['janamadin', 'जनमदिन']
['jalo', 'जलो']
['jaadon', 'जाड़ों']
['judaayiyon', 'जुदाइयों']
['jalwaagaah', 'जल्वागाह']
['jagaay', 'जगाय']
['jhuuta', 'झूटा']
['jugal', 'जुगल']
['jhapakane', 'झपकने']
['jhulana', 'झुलना']
['japana', 'जपना']
['japanaa', 'जपना']
['jhapana', 'झपना']
['jangal', 'जन्गल']
['jharokha', 'झरोखा']
['janaana', 'जनाना']
['jalapari', 'जलपरी']
['jaahaan', 'जाहाँ']
['jhagadon', 'झगड़ों']
['jhik', 'झिक']
['jhumana', 'झूमना']
['jhumna', 'झूमना']
['jhulas', 'झुलस']
['jaalib', 'जालिब']
['jukaate', 'झुकाते']
['japaani', 'जपानी']
['jalapariyaan', 'जलपरियाँ']
['jhukaave', 'झुकावे']
['jhulasane', 'झुलसने']
['jant', 'जंत']
['jaduugarani', 'जदूगरनी']
['jhulun', 'झूलूं']
['jotaan', 'जोतां']
['jhuulenge', 'झूलेंगे']
['jaisalamer', 'जैसलमेर']
['jamaayenge', 'जमाएंगे']
['janme', 'जन्मे']
['jhaanka', 'झांका']
['juda', 'जुड़ा']
['judaa', 'जुड़ा']
['jhilmilaayenge', 'झिलमिलाएंगे']
['jalaanewaala', 'जलानेवाला']
['jhaar', 'झार']
['joshi', 'जोशी']
['jaahir', 'जाहिर']
['jumlaa', 'जुम्ला']
['jumaru', 'जुमरू']
['jodega', 'जोड़ेगा']
['jaanda', 'जांदा']
['jaap', 'जाप']
['jaavaan', 'जावां']
['jagamagaaegi', 'जगमगाएगी']
['jagamagaayegi', 'जगमगाएगी']
['jhumkaa', 'झुम्का']
['jap', 'जप']
['jaayiyo', 'जाइयो']
['jhaanjhe', 'झाँझे']
['juuliyat', 'जूलियट']
['jhuta', 'झुटा']
['jaako', 'जाको']
['jilaave', 'जिलावे']
['jiyoonga', 'जियूंगा']
['jiyuunga', 'जियूंगा']
['jaawidaan', 'जाविदाँ']
['jvaal', 'ज्वाल']
['jagaunga', 'जगाऊंगा']
['jinhon', 'जिन्हों']
['jalembu', 'जलेम्बू']
['jaana', 'जाणा']
['jodiyaan', 'जोड़ियाँ']
['jarman', 'जर्मन']
['jalat', 'जलत']
['jhuuthon', 'झूठों']
['jaayiye', 'जाईये']
['jheltaa', 'झेलता']
['jahaaz', 'जहाज़']
['jhaansi', 'झांसी']
['jaar', 'जार']
['julne', 'जुलने']
['jhulney', 'जुलने']
['jaddon', 'जद्दों']
['jaaida', 'जाईदा']
['janaani', 'जनानी']
['jhonk', 'झोंक']
['jaagiye', 'जागिये']
['jaanbaaz', 'जांबाज़']
['jhukan', 'झुकन']
['jhulano', 'झुलनो']
['jagaavan', 'जगावन']
['jya', 'ज्या']
['jaanvaangi', 'जांवांगी']
['jhoonke', 'झोंखे']
['jhaanki', 'झाँकी']
['jaliyaan', 'जलियाँ']
['jawaharlaal', 'जवाहरलाल']
['jalaayen', 'जलाएं']
['jyotidaan', 'ज्योतिदान']
['jaaen', 'जाएन']
['jaame', 'जामे']
['jaaduugara', 'जादूगरा']
['jithe', 'जित्थे']
['julata', 'जुलता']
['jite', 'जिते']
['jago', 'जगो']
['joona', 'जूना']
['jaalidaar', 'जालीदार']
['jeeton', 'जीतों']
['jioongi', 'जियूंगी']
['jvalan', 'ज्वलन']
['jije', 'जीजे']
['jhilamila', 'झिलमिला']
['jalaayi', 'जलाई']
['jalaai', 'जलाई']
['jamoore', 'जमूरे']
['jeer', 'जीर']
['jagadon', 'जगड़ों']
['jien', 'जिएँ']
['jeha', 'जेहा']
['jhukaauun', 'झुकाऊँ']
['jane', 'जने']
['jyunhi', 'ज्यूँही']
['jaagaaye', 'जागाये']
['jodatii', 'जोड़ती']
['jhukaaenge', 'झुकाएंगे']
['jayamaala', 'जयमाला']
['jhule', 'झुले']
['jaavuun', 'जावूँ']
['jhuumuunga', 'झूमूँगा']
['jinpe', 'जिनपे']
['jinape', 'जिनपे']
['jiyaar', 'जियार']
['judata', 'जुड़ता']
['julmi', 'जुलमी']
['julfonwaale', 'जुल्फ़ोंवाले']
['jabeen', 'जबीन']
['jabin', 'जबीन']
['jhagadne', 'झगड़ने']
['jagdishwaram', 'जगदीश्वरम']
['jagannath', 'जगन्नाथ']
['jaagengi', 'जागेंगी']
['jhulane', 'झूलने']
['jhulaaungi', 'झुलाऊँगी']
['jhookaaye', 'झूकाये']
['jamaayen', 'जमायें']
['jamaye', 'जमायें']
['jyada', 'ज़ादा']
['jiitejii', 'जीतेजी']
['judega', 'जुड़ेगा']
['jila', 'जिला']
['jhamakate', 'झमकते']
['janma', 'जन्मा']
['jagaayega', 'जगाएगा']
['jagayega', 'जगाएगा']
['jalaayuunga', 'जलाऊंगा']
['jhakore', 'झकोरे']
['jiji', 'जीजी']
['juuth', 'जूठ']
['jamaaneki', 'जमानेकी']
['jueki', 'जुएकी']
['jogiivaalaa', 'जोगीवाला']
['jaayenge', 'जायेनगे']
['jayenge', 'जायेनगे']
['jogida', 'जोगीड़ा']
['jarat', 'जरत']
['jagaawoge', 'जगाओगे']
['judate', 'जुड़ते']
['juganuun', 'जुगनूँ']
['jaame', 'जामें']
['jhaanjh', 'झाँझ']
['jhaansi', 'झाँसी']
['jhoolega', 'झूलेगा']
['jhoolegaa', 'झूलेगा']
['jhuramut', 'झुरमुट']
['jaachake', 'जाचके']
['jhunak', 'झुनक']
['jalaayega', 'जलायेगा']
['janiyaan', 'जनियाँ']
['jiya', 'जीय']
['jaanyo', 'जान्यो']
['jaayo', 'जायो']
['joti', 'जोती']
['judwaan', 'जुड़वाँ']
['jhelo', 'झेलो']
['jeetegi', 'जीतेगी']
['junu', 'जुनू']
['jhoka', 'झोका']
['judane', 'जुड़ने']
['jibhar', 'जिभार']
['justajoo', 'जूसताजू']
['jindageeka', 'जिंदागीका']
['jivit', 'जीवित']
['jhumegi', 'झूमेगी']
['jarre', 'जार्रे']
['jamaake', 'जमाके']
['jogila', 'जोगिला']
['jadh', 'जाध']
['jaayungi', 'जायुंगी']
['juba', 'जूबा']
['jineke', 'जीनेके']
['jokham', 'जोखम']
['jalawon', 'जलवं']
['jehano', 'जहनो']
['jilmilata', 'जिलमिलता']
['jayunga', 'जायूंगा']
['jalaaile', 'जलायले']
['jalaile', 'जलायले']
['jaale', 'जाले']
['jachegi', 'जाचेगी']
['jayungi', 'जायूंगी']
['jamega', 'जमेगा']
['jattiye', 'जत्तिय']
['jaandi', 'जाँदी']
['jattiya', 'जत्तिया']
['jaat', 'जाता']
['jaata', 'जाता']
['jo', 'जो']
['jaana', 'जाना']
['jyada', 'ज्यादा']
['jakar', 'जाकर']
['jata', 'जाता']
['jab', 'जब']
['jagah', 'जगह']
['jaane', 'जाने']
['ja', 'जा']
