['sulgeh', 'सुलगे']
['sayaanaa', 'सयाना']
['sikhe', 'सीखे']
['seekhe', 'सीखे']
['siikhe', 'सीखे']
['sagaane', 'सगाने']
['sunati', 'सुनती']
['sunte', 'सुनती']
['sunatii', 'सुनती']
['sunti', 'सुनती']
['saasu', 'सासू']
['saasuu', 'सासू']
['sasuri', 'ससुरी']
['sir', 'सिर']
['sa', 'स']
['s', 'स']
['shaamiyaana', 'शामियाना']
['satrah', 'सत्रह']
['samajhenge', 'समझेंगे']
['samjhenge', 'समझेंगे']
['svar', 'स्वर']
['swar', 'स्वर']
['svara', 'स्वर']
['saadhana', 'साधना']
['saadhanaa', 'साधना']
['sadakiya', 'सड़किया']
['shikave', 'शिकवे']
['shikawe', 'शिकवे']
['shikwe', 'शिकवे']
['sikve', 'शिकवे']
['shikve', 'शिकवे']
['sholon', 'शोलों']
['sholo', 'शोलों']
['sako', 'सको']
['shaamein', 'शामें']
['samundar', 'समुंदर']
['sitaron', 'सितरों']
['soz', 'सोज़']
['saadah', 'सादह']
['sukumaari', 'सुकुमारी']
['sakuungi', 'सकूंगी']
['sakoongi', 'सकूंगी']
['sakuungii', 'सकूंगी']
['soojhe', 'सूझे']
['sujhe', 'सूझे']
['suje', 'सूझे']
['suujhe', 'सूझे']
['sadakon', 'सड़कों']
['sadkon', 'सड़कों']
['sadkoon', 'सड़कों']
['swaagat', 'स्वागत']
['svaagat', 'स्वागत']
['sadaaen', 'सदाएं']
['sadaayen', 'सदाएं']
['sadaaein', 'सदाएं']
['sarson', 'सरसों']
['sarason', 'सरसों']
['sajti', 'सजती']
['sajati', 'सजती']
['safeene', 'सफ़ीने']
['shikaar', 'शिकार']
['saadi', 'साड़ी']
['sindoor', 'सिंदूर']
['sindur', 'सिंदूर']
['sinduur', 'सिंदूर']
['sakun', 'सकूँ']
['sakuun', 'सकूँ']
['sakoon', 'सकूँ']
['sakoo', 'सकूँ']
['sakon', 'सकूँ']
['sansaar', 'सनसार']
['sanasaar', 'सनसार']
['sikhalaadi', 'सिखलादी']
['solhavaan', 'सोल्हवाँ']
['sadame', 'सदमे']
['saba', 'सबा']
['sabah', 'सबा']
['sabaa', 'सबा']
['seekho', 'सीखो']
['siikho', 'सीखो']
['sikho', 'सीखो']
['sandes', 'सन्देस']
['samajhaata', 'समझाता']
['samajhata', 'समझाता']
['samajhaataa', 'समझाता']
['suni', 'सुनी']
['sunii', 'सुनी']
['shiwa', 'शिवा']
['samandaron', 'समंदरों']
['saudaai', 'सौदाई']
['saudai', 'सौदाई']
['sajda', 'सजदा']
['sajada', 'सजदा']
['sajadaa', 'सजदा']
['sijda', 'सजदा']
['sabhon', 'सभों']
['sunayegi', 'सुनाएगी']
['sunaayegee', 'सुनाएगी']
['sindur', 'सिन्दूर']
['sindoor', 'सिन्दूर']
['sinduura', 'सिन्दूर']
['sinduur', 'सिन्दूर']
['sazaayen', 'सज़ायें']
['sazaayein', 'सज़ायें']
['sabak', 'सबक']
['sajde', 'सजदे']
['sajade', 'सजदे']
['sajjde', 'सजदे']
['sakegi', 'सकेगी']
['sakegii', 'सकेगी']
['sakegee', 'सकेगी']
['sehara', 'सेहरा']
['sehra', 'सेहरा']
['seharaa', 'सेहरा']
['saehra', 'सेहरा']
['sehraa', 'सेहरा']
['sohani', 'सोहनी']
['sohni', 'सोहनी']
['sohanii', 'सोहनी']
['sohini', 'सोहनी']
['shaad', 'शाद']
['sadaka', 'सदका']
['surya', 'सूर्य']
['suurya', 'सूर्य']
['soory', 'सूर्य']
['suhavan', 'सुहावन']
['suhaavan', 'सुहावन']
['sarasaavan', 'सरसावन']
['saaras', 'सारस']
['saras', 'सारस']
['saanand', 'सानंद']
['seema', 'सीमा']
['seemaa', 'सीमा']
['simaa', 'सीमा']
['sima', 'सीमा']
['siimaa', 'सीमा']
['sunon', 'सुनों']
['ser', 'सेर']
['sava', 'सवा']
['saab', 'साब']
['shiriiman', 'शिरीमन']
['sajaaye', 'सजाये']
['sajaye', 'सजाये']
['satte', 'सत्ते']
['satata', 'सताता']
['sataataa', 'सताता']
['sataata', 'सताता']
['sangiit', 'सँगीत']
['sunaauungii', 'सुनाऊँगी']
['sakal', 'सकल']
['safaai', 'सफ़ाई']
['safaaii', 'सफ़ाई']
['samaana', 'समाना']
['samaanaa', 'समाना']
['sasurajee', 'ससुरजी']
['sajaaoonga', 'सजाऊँगा']
['sajaunga', 'सजाऊँगा']
['sajaaunga', 'सजाऊँगा']
['soni', 'सोनी']
['sahanii', 'सहनी']
['sahani', 'सहनी']
['sehni', 'सहनी']
['sahenge', 'सहेंगे']
['saheinge', 'सहेंगे']
['sasuraal', 'ससुराल']
['sasural', 'ससुराल']
['sachamuch', 'सचमुच']
['sachmuch', 'सचमुच']
['samajaha', 'समजहा']
['samaaye', 'समाये']
['samaye', 'समाये']
['sanbhal', 'संभल']
['sunana', 'सुनना']
['sunna', 'सुनना']
['sunanaa', 'सुनना']
['sunsaan', 'सुंसान']
['sochna', 'सोचना']
['sochana', 'सोचना']
['sochnaa', 'सोचना']
['silsile', 'सिलसिले']
['silasile', 'सिलसिले']
['silsiley', 'सिलसिले']
['sajaate', 'सजाते']
['saajate', 'सजाते']
['sajate', 'सजाते']
['sajaathe', 'सजाते']
['sunaane', 'सुनाने']
['sunane', 'सुनाने']
['sharmaya', 'शरमाया']
['sharamaayaa', 'शरमाया']
['sharamaaya', 'शरमाया']
['sahen', 'सहें']
['sunaaenge', 'सुनाएँगे']
['sahari', 'सहरी']
['sehri', 'सहरी']
['sainyaan', 'सैंयाँ']
['sainyaa', 'सैंयाँ']
['sainyaam', 'सैंयाँ']
['sochakar', 'सोचकर']
['sochkar', 'सोचकर']
['shiqaayat', 'शिक़ायत']
['sahuungi', 'सहूँगी']
['sahoongi', 'सहूँगी']
['sahungi', 'सहूँगी']
['sunaao', 'सुनाओ']
['sunao', 'सुनाओ']
['sunaayo', 'सुनाओ']
['sachchaai', 'सच्चाई']
['sachchaayi', 'सच्चाई']
['shoharat', 'शोहरत']
['shohrat', 'शोहरत']
['suhaaye', 'सुहाये']
['sitaan', 'सिताँ']
['saratiyaa', 'सरतिया']
['sautane', 'सौतने']
['sahami', 'सहमी']
['saihmi', 'सहमी']
['sehmi', 'सहमी']
['sahmi', 'सहमी']
['sahamii', 'सहमी']
['soyi', 'सोयी']
['shikaari', 'शिकारी']
['shikaar', 'शिकारी']
['shikari', 'शिकारी']
['shikaaree', 'शिकारी']
['saloni', 'सलोनी']
['sukhi', 'सुखी']
['sikhalaaun', 'सिखलाऊँ']
['sharabi', 'सराबी']
['saali', 'साली']
['saahab', 'साहब']
['sahab', 'साहब']
['shaayari', 'शायरी']
['shayari', 'शायरी']
['shayri', 'शायरी']
['shaayri', 'शायरी']
['shaayarii', 'शायरी']
['sitamgar', 'सितमगर']
['sitamagar', 'सितमगर']
['sine', 'सिने']
['something', 'सम्तिंग']
['sumthing', 'सम्तिंग']
['shaayara', 'शायरा']
['shayara', 'शायरा']
['sidhi', 'सीधी']
['siidhi', 'सीधी']
['sidi', 'सीधी']
['simat', 'सिमट']
['sakun', 'साकु']
['saku', 'साकु']
['singing', 'सिंगिंग']
['sachchi', 'सच्ची']
['sachchii', 'सच्ची']
['sachchee', 'सच्ची']
['saraah', 'सराह']
['samaya', 'समाया']
['samaayaa', 'समाया']
['samaaya', 'समाया']
['said', 'साइड']
['sunehare', 'सुनेहरे']
['sunehre', 'सुनेहरे']
['sainik', 'सैनिक']
['saai', 'साई']
['sunaave', 'सुनावे']
['sunave', 'सुनावे']
['satguru', 'सतगुरु']
['samajhake', 'समझके']
['saaware', 'सावरे']
['sarhadon', 'सरहदों']
['samete', 'समेटे']
['sehala', 'सहला']
['sahala', 'सहला']
['sahalaa', 'सहला']
['sambhal', 'संभाल']
['shyamosehar', 'श्यामोसेहर']
['sagali', 'सगली']
['sadiya', 'सादिया']
['sadiyaan', 'सादिया']
['samyke', 'समयके']
['shyamoseher', 'श्यामोसेहेर']
['sajanameri', 'सजनामेरी']
['sasome', 'ससोमे']
['samaje', 'समजे']
['sargoshiyo', 'सरगोशियो']
['silisili', 'सिलिसिली']
['suku', 'सुकु']
['sabar', 'सबर']
['sase', 'ससे']
['shikaayatein', 'शिकायतें']
['shikayatein', 'शिकायतें']
['sahu', 'साहू']
['saahu', 'साहू']
['sam', 'सम']
['sama', 'सम']
['some', 'सम']
['sum', 'सम']
['sapano', 'सपनो']
['sapno', 'सपनो']
['sapanon', 'सपनो']
['saawariyaan', 'सावरियाँ']
['sawariya', 'सावरियाँ']
['sing', 'सींग']
['seeng', 'सींग']
['shehnaiya', 'शहनाईया']
['sajhke', 'साझके']
['sagai', 'सगाई']
['sagaai', 'सगाई']
['sagaaii', 'सगाई']
['sagaayi', 'सगाई']
['sagayi', 'सगाई']
['sasra', 'सासरा']
['sadta', 'सदता']
['sudhare', 'सुधरे']
['sade', 'सादे']
['saade', 'सादे']
['spring', 'स्प्रिंग']
['sad', 'साद']
['stole', 'स्टोल']
['saanu', 'सानू']
['sharaabiyaan', 'शराबियाँ']
['soniya', 'सोनिया']
['suhm', 'सुहम']
['sohne', 'सोहने']
['sohane', 'सोहने']
['saawe', 'सावे']
['saapnon', 'सापनों']
['saase', 'सासे']
['suhi', 'सूही']
['sapani', 'सपनी']
['sochu', 'सोचु']
['samandar', 'समंदर']
['samundar', 'समंदर']
['skandar', 'स्कंदर']
['sikandar', 'स्कंदर']
['siskate', 'सिसकते']
['sukha', 'सूखा']
['sookhaa', 'सूखा']
['suukhaa', 'सूखा']
['saabun', 'साबुन']
['samajhane', 'समझने']
['samajhne', 'समझने']
['samajne', 'समझने']
['samjhane', 'समझने']
['sinduri', 'सिंदूरी']
['sindoori', 'सिंदूरी']
['sindooree', 'सिंदूरी']
['sinduurii', 'सिंदूरी']
['sajaaungi', 'सजाऊंगी']
['sajaauungii', 'सजाऊंगी']
['svaagatam', 'स्वागतम']
['swaagatam', 'स्वागतम']
['saiyoni', 'सैयोनी']
['suramedaani', 'सुरमेदानी']
['suramedaanii', 'सुरमेदानी']
['sarak', 'सरक']
['suhaani', 'सुहानि']
['saheliyon', 'सहेलियों']
['saanson', 'सांसों']
['saanso', 'सांसों']
['saason', 'सांसों']
['sahaaron', 'सहारों']
['saha', 'सहा']
['sahaa', 'सहा']
['sunlo', 'सुनलो']
['sunalo', 'सुनलो']
['saikadon', 'सैकड़ों']
['saanvariya', 'सांवरिया']
['saanvariyaa', 'सांवरिया']
['saanwariyaa', 'सांवरिया']
['sajegi', 'सजेगी']
['samjhat', 'समझत']
['samajhat', 'समझत']
['sasura', 'ससुरा']
['sunaavuun', 'सुनावूँ']
['sadaayon', 'सदाओं']
['sadaaon', 'सदाओं']
['sharmaaye', 'शर्माये']
['sharab', 'शराब']
['satakar', 'सताकर']
['sarz', 'सर्ज़']
['sanvaare', 'संवारे']
['shikaayat', 'शिकायत']
['shikayat', 'शिकायत']
['samundar', 'समुन्दर']
['shiqave', 'शिक़वे']
['siye', 'सिये']
['shekh', 'शेख']
['sakaare', 'सकारे']
['sanbhaalanaa', 'संभालना']
['sambhaalanaa', 'सम्भालना']
['sarakar', 'सरकर']
['shehanaai', 'शेहनाई']
['shehanaayi', 'शेहनाई']
['sehare', 'सेहरे']
['sehre', 'सेहरे']
['shaahakaar', 'शाहकार']
['saalon', 'सालों']
['saalo', 'सालों']
['sunaaengi', 'सुनाएँगी']
['samjhana', 'समझना']
['samajhana', 'समझना']
['samajhna', 'समझना']
['samajhanaa', 'समझना']
['samjhna', 'समझना']
['sarkar', 'सर्कर']
['samaae', 'समाए']
['samaaye', 'समाए']
['samaye', 'समाए']
['shuk', 'शुक']
['shaamo', 'शामो']
['sisa', 'सीसा']
['sabane', 'सबने']
['sabne', 'सबने']
['sikhaaye', 'सिखाये']
['shiqaayaten', 'शिक़ायतें']
['sharmindagi', 'शर्मिन्दगी']
['sataao', 'सताओ']
['sataon', 'सताओ']
['satao', 'सताओ']
['sum', 'सुम']
['surkhiyon', 'सुर्खियों']
['sahate', 'सहते']
['sehate', 'सहते']
['sehte', 'सहते']
['saraaha', 'सराहा']
['saraahaa', 'सराहा']
['shairana', 'शायराना']
['shaayaraana', 'शायराना']
['saadiyaan', 'साड़ियाँ']
['saahib', 'साहेब']
['sipon', 'सीपों']
['sulajhaaye', 'सुलझाये']
['samajhaaye', 'समझाये']
['samajhaae', 'समझाये']
['samjhaaye', 'समझाये']
['samjaaye', 'समझाये']
['samajhaye', 'समझाये']
['sweekar', 'स्वीकार']
['sviikaar', 'स्वीकार']
['svikaar', 'स्वीकार']
['sweekaar', 'स्वीकार']
['surili', 'सुरीली']
['sureelee', 'सुरीली']
['saraapa', 'सरापा']
['saraapaa', 'सरापा']
['sarapa', 'सरापा']
['sanvaarati', 'सँवारती']
['sapera', 'सपेरा']
['saanvari', 'साँवरी']
['saawri', 'साँवरी']
['saanvarii', 'साँवरी']
['saanwre', 'साँवरी']
['sanjota', 'संजोता']
['sunaaon', 'सुनाऊं']
['sunaauun', 'सुनाऊं']
['sunaaun', 'सुनाऊं']
['sili', 'सीली']
['seelii', 'सीली']
['seeli', 'सीली']
['sila', 'सीला']
['sharamaate', 'शरमाते']
['sambhaaloge', 'सम्भालोगे']
['sujhe', 'सुझे']
['suze', 'सुझे']
['sakuun', 'सकून']
['saanche', 'साँचे']
['shrringaar', 'श्रृंगार']
['shringaar', 'श्रृंगार']
['shiri', 'शीरी']
['suukhi', 'सूखी']
['sukhi', 'सूखी']
['sookhi', 'सूखी']
['saala', 'साला']
['sala', 'साला']
['saalaa', 'साला']
['saaalaa', 'साला']
['sailaani', 'सैलानी']
['sinhaasan', 'सिंहासन']
['sultaanaa', 'सुल्ताना']
['sultana', 'सुल्ताना']
['sultaana', 'सुल्ताना']
['sulemaan', 'सुलेमान']
['sile', 'सिले']
['sarasaraahat', 'सरसराहट']
['sarsaraahat', 'सरसराहट']
['sulagate', 'सुलगते']
['sulagte', 'सुलगते']
['sarake', 'सरके']
['sarke', 'सरके']
['sakhiyon', 'सखियों']
['sakhiyoon', 'सखियों']
['shakiyon', 'सखियों']
['sakhiyo', 'सखियों']
['sharamaake', 'शरमाके']
['singaapor', 'सिंगापुर']
['singaapur', 'सिंगापुर']
['singapore', 'सिंगापुर']
['sataaegi', 'सताएगी']
['satayegi', 'सताएगी']
['sataayegi', 'सताएगी']
['shur', 'शुर']
['sayaane', 'सयाने']
['sulah', 'सुलह']
['sataaoge', 'सताओगे']
['sataoge', 'सताओगे']
['salone', 'सलोने']
['saanvale', 'साँवले']
['saanwale', 'साँवले']
['shararat', 'शरारत']
['sakoonga', 'सकूँगा']
['sakoongaa', 'सकूँगा']
['sakungaa', 'सकूँगा']
['sakunga', 'सकूँगा']
['sakuunga', 'सकूँगा']
['shararon', 'शरारों']
['shaayaron', 'शायरों']
['sahi', 'साथ']
['sahe', 'साथ']
['sunaaen', 'सुनाएं']
['sunaayen', 'सुनाएं']
['sunayein', 'सुनाएं']
['sikhaauungaa', 'सिखाऊंगा']
['shokiyaan', 'शोख़ियाँ']
['shokhiyaan', 'शोख़ियाँ']
['shokhiyan', 'शोख़ियाँ']
['sajaane', 'सजाने']
['sajane', 'सजाने']
['siyaah', 'सियाह']
['siyah', 'सियाह']
['saanvali', 'साँवली']
['saawalee', 'साँवली']
['saanwali', 'साँवली']
['sanwali', 'साँवली']
['sawali', 'साँवली']
['saanvalii', 'साँवली']
['shukariyaa', 'शुकरिया']
['shukariya', 'शुकरिया']
['shukriya', 'शुकरिया']
['saadha', 'साधा']
['saadhaa', 'साधा']
['shiv', 'शिव']
['samaayi', 'समाई']
['samaai', 'समाई']
['samaaye', 'समाई']
['samayi', 'समाई']
['suhaavat', 'सुहावत']
['sharamaayi', 'शरमायी']
['sharmayi', 'शरमायी']
['saken', 'सकें']
['sakein', 'सकें']
['saas', 'सास']
['sunayanaa', 'सुनयना']
['sisak', 'सिसक']
['sire', 'सिरे']
['sira', 'सिरा']
['sharmila', 'शर्मीला']
['sajaayi', 'सजाई']
['sajaai', 'सजाई']
['sajaaii', 'सजाई']
['sadamon', 'सदमों']
['saiyo', 'सैयो']
['sambhalta', 'सम्भलता']
['sambhaltaa', 'सम्भलता']
['swayamvar', 'स्वयम्वर']
['svayamvar', 'स्वयम्वर']
['sistar', 'सिस्टर']
['sonewaale', 'सोनेवाले']
['shano', 'शानों']
['shaanon', 'शानों']
['saron', 'सरों']
['simti', 'सिमटी']
['simati', 'सिमटी']
['sooratiya', 'सूरतिया']
['suratiya', 'सूरतिया']
['suuratiya', 'सूरतिया']
['sunahari', 'सुनहरी']
['sunaharii', 'सुनहरी']
['sidhaare', 'सिधारे']
['samaayi', 'समायी']
['sakogi', 'सकोगी']
['sanvar', 'संवर']
['sanwar', 'संवर']
['sharir', 'शरीर']
['shruti', 'श्रुति']
['sambhalte', 'सम्भलते']
['samajhega', 'समझेगा']
['samajhegaa', 'समझेगा']
['samjhega', 'समझेगा']
['sihare', 'सिहरे']
['samarpan', 'समर्पन']
['sisakii', 'सिसकी']
['sisaki', 'सिसकी']
['siski', 'सिसकी']
['sajaao', 'सजाओ']
['salaamati', 'सलामती']
['savaali', 'सवाली']
['savaalii', 'सवाली']
['sawali', 'सवाली']
['sawaali', 'सवाली']
['seerat', 'सीरत']
['siirat', 'सीरत']
['sirat', 'सीरत']
['soyi', 'सोयि']
['sochoon', 'सोचूं']
['sochuun', 'सोचूं']
['soonghane', 'सूँघने']
['spoken', 'स्पोकेन']
['somvaar', 'सोम्वार']
['sundari', 'सुंदरी']
['sataate', 'सताते']
['satate', 'सताते']
['saaqia', 'साक़िया']
['saaqiya', 'साक़िया']
['sipahyaa', 'सिपह्या']
['sabzapari', 'सब्ज़परी']
['surakhi', 'सुरखी']
['sarkaar', 'सर्कार']
['sulagata', 'सुलगता']
['sulagta', 'सुलगता']
['sulagataa', 'सुलगता']
['shaahi', 'शाही']
['savatiya', 'सवतिया']
['saugaat', 'सौगात']
['saughaat', 'सौगात']
['saugat', 'सौगात']
['saabit', 'साबित']
['sabit', 'साबित']
['shok', 'शोख']
['samajni', 'समझनी']
['sanvaarane', 'सँवारने']
['sanwaarne', 'सँवारने']
['sanvaariye', 'सँवारिए']
['sapanon', 'सपणों']
['sharamaati', 'शरमाती']
['sharmaati', 'शरमाती']
['sharamaana', 'शरमाना']
['sharmaana', 'शरमाना']
['sharmana', 'शरमाना']
['sense', 'सेन्से']
['sataave', 'सतावे']
['sikandar', 'सिकन्दर']
['sikhalaaegaa', 'सिखलाएगा']
['saahilon', 'साहिलों']
['sikhala', 'सिखला']
['sadaye', 'सदायें']
['sadayein', 'सदायें']
['sadaayen', 'सदायें']
['sadaayein', 'सदायें']
['sanjoye', 'संजोये']
['saiyaan', 'सैयां']
['sati', 'सती']
['suhaag', 'सुहाग']
['sitaar', 'सितार']
['shabaariga', 'शबारिगा']
['sulaayi', 'सुलाई']
['sabamein', 'सबमें']
['shridevi', 'श्रीदेवी']
['saambhaa', 'साम्भा']
['samajhaayuungi', 'समझाऊंगी']
['samajhaaungi', 'समझाऊंगी']
['samajhaaungii', 'समझाऊंगी']
['sajaata', 'सजाता']
['sajaataa', 'सजाता']
['sajaati', 'सजाती']
['sajaakar', 'सजाकर']
['sunaayein', 'सुनायें']
['sunaye', 'सुनायें']
['sunaayen', 'सुनायें']
['sunayen', 'सुनायें']
['sareekha', 'सरीखा']
['subaho', 'सुबहो']
['salawatein', 'सलवटें']
['samajhaate', 'समझाते']
['samjhaate', 'समझाते']
['sip', 'सीप']
['siip', 'सीप']
['seep', 'सीप']
['shiqava', 'शिक़वा']
['shiqvaa', 'शिक़वा']
['shiqavaa', 'शिक़वा']
['sihar', 'सिहर']
['samne', 'सम्ने']
['saawari', 'सांवरी']
['sanbhalane', 'संभलने']
['sunaye', 'सुनाएँ']
['sunaaye', 'सुनाएँ']
['sunaayen', 'सुनाएँ']
['sunaaen', 'सुनाएँ']
['sunaayein', 'सुनाएँ']
['safar', 'सफर']
['sunu', 'सुनु']
['shobha', 'शोभा']
['sikhaataa', 'सिखाता']
['summi', 'सुम्मी']
['silavaaoonga', 'सिलवाऊँगा']
['silvaaoonga', 'सिल्वाऊँगा']
['sheru', 'शेरू']
['sajile', 'सजीले']
['sajeele', 'सजीले']
['sajaike', 'सजाइके']
['suukh', 'सूख']
['sookh', 'सूख']
['sunehari', 'सुनेहरी']
['singaar', 'सिन्गार']
['shringaar', 'श्रिंगार']
['sugal', 'सुगल']
['shaamal', 'श्यामल']
['shyaamal', 'श्यामल']
['snaan', 'स्नान']
['sunaate', 'सुनाते']
['sunate', 'सुनाते']
['sunaati', 'सुनाती']
['sunati', 'सुनाती']
['shakalaka', 'शाकालाका']
['saach', 'साच']
['samaao', 'समाओ']
['shune', 'शुने']
['sardiyon', 'सर्दियों']
['sapere', 'सपेरे']
['sookhe', 'सूखे']
['sukhe', 'सूखे']
['suukhe', 'सूखे']
['silah', 'सिलह']
['sunaayi', 'सुनाई']
['sunaai', 'सुनाई']
['sunayi', 'सुनाई']
['sunai', 'सुनाई']
['sunaye', 'सुनाई']
['sunaaye', 'सुनाई']
['sahame', 'सहमे']
['sehme', 'सहमे']
['sachch', 'सच्च']
['sikandar', 'सिकंदर']
['sankat', 'संकट']
['sholaafashaani', 'शोलाफ़शानी']
['sooraten', 'सूरतें']
['suuratein', 'सूरतें']
['suljhaana', 'सुलझाना']
['sulajhaana', 'सुलझाना']
['sandali', 'संदली']
['subahon', 'सुबहों']
['shaamon', 'शामों']
['sandesava', 'सन्देसवा']
['singaa', 'सिंगा']
['sidhe', 'सीधे']
['seedhe', 'सीधे']
['siidhe', 'सीधे']
['surang', 'सुरन्ग']
['sarakaari', 'सरकारी']
['sarkaari', 'सरकारी']
['sabera', 'सबेरा']
['sunoge', 'सुनोगे']
['sinemaa', 'सिनेमा']
['sinemaawaalon', 'सिनेमावालों']
['sulaane', 'सुलाने']
['sharmaati', 'शर्माती']
['sharmati', 'शर्माती']
['sulagaaye', 'सुलगाये']
['sulgaaye', 'सुलगाये']
['sarakane', 'सरकने']
['sikkon', 'सिक्कों']
['sisakati', 'सिसकती']
['sadakon', 'सदकों']
['sharamaaiye', 'शरमाइये']
['sharmaayiye', 'शरमाइये']
['samet', 'समेत']
['somanaath', 'सोमनाथ']
['seekhen', 'सीखें']
['sharamaane', 'शरमाने']
['saawali', 'सांवली']
['sunaake', 'सुनाके']
['siinaajorii', 'सीनाजोरी']
['sim', 'सिम']
['sarkaa', 'सरका']
['sarka', 'सरका']
['sanyasi', 'सन्यासी']
['sanyaasi', 'सन्यासी']
['shyaama', 'श्यामा']
['suno', 'सूनो']
['soono', 'सूनो']
['salaami', 'सलामी']
['salaamii', 'सलामी']
['samaane', 'समाने']
['sirhaane', 'सिरहाने']
['sirahaane', 'सिरहाने']
['sambhalti', 'सम्भलती']
['sharaabon', 'शराबों']
['sadaken', 'सड़कें']
['sabhyataa', 'सभ्यता']
['sharaaraa', 'शरारा']
['sharara', 'शरारा']
['sharaara', 'शरारा']
['sulagaa', 'सुलगा']
['saram', 'सरम']
['suman', 'सुमन']
['suunaapan', 'सूनापन']
['sambhaalane', 'सम्भालने']
['sambhalane', 'सम्भालने']
['satarah', 'सतरह']
['sunaayen', 'सुनायेँ']
['sera', 'सरा']
['sara', 'सरा']
['simtaayi', 'सिमटाई']
['sabaah', 'सबाह']
['sanwarna', 'संवरना']
['sanvarana', 'संवरना']
['sulajha', 'सुलझा']
['sulajhaa', 'सुलझा']
['susti', 'सुस्ती']
['sapanewaali', 'सपनेवाली']
['sharamaaungi', 'शरमाऊँगी']
['sansanaahat', 'सनसनाहट']
['savaari', 'सवारी']
['sawari', 'सवारी']
['sawaari', 'सवारी']
['saru', 'सरू']
['sabaat', 'सबात']
['sajaayenge', 'सजाएँगे']
['samajhaayenge', 'समझाएँगे']
['sambhlega', 'सम्भलेगा']
['sunaakar', 'सुनाकर']
['sambhalana', 'सम्भलना']
['sambhalna', 'सम्भलना']
['saleem', 'सलीम']
['saliim', 'सलीम']
['salim', 'सलीम']
['sudhu', 'सुधु']
['sola', 'सोला']
['solaa', 'सोला']
['singaaram', 'सिंगारम']
['sazaayen', 'सज़ाएं']
['sirahaane', 'सरहाने']
['sirhane', 'सरहाने']
['sarakaaye', 'सरकाए']
['sui', 'सुई']
['suyi', 'सुई']
['sang', 'सन्ग']
['sulaauungi', 'सुलाऊंगी']
['saste', 'सस्ते']
['shimalaa', 'शिमला']
['shokiyon', 'शोख़ियों']
['saasuujii', 'सासूजी']
['samosaa', 'समोसा']
['sulaae', 'सुलाए']
['sulaaye', 'सुलाए']
['sherni', 'शेरनी']
['saap', 'सांप']
['soyenge', 'सोएंगे']
['sapne', 'सपनें']
['sapanen', 'सपनें']
['sapane', 'सपनें']
['sapanein', 'सपनें']
['sunaayega', 'सुनायेगा']
['sunaayegaa', 'सुनायेगा']
['saanse', 'साँसे']
['saadi', 'सादी']
['saadii', 'सादी']
['saadhi', 'सादी']
['saharaaon', 'सहराओं']
['simatana', 'सिमटना']
['simatanaa', 'सिमटना']
['simatna', 'सिमटना']
['sayaani', 'सयानी']
['simt', 'सिम्त']
['samajhoongi', 'समझूँगी']
['samajhungi', 'समझूँगी']
['sameer', 'समीर']
['sajaake', 'सजाके']
['sajake', 'सजाके']
['sunu', 'सुनू']
['sajariya', 'सजरिया']
['sajariyaa', 'सजरिया']
['sannaari', 'सन्नारी']
['sanjeevani', 'संजीवनी']
['shri', 'श्री']
['shrii', 'श्री']
['saanson', 'सान्सोन']
['sureele', 'सुरीले']
['surile', 'सुरीले']
['sargam', 'सर्गम']
['saragam', 'सर्गम']
['samajhaauun', 'समझाऊं']
['samjhaon', 'समझाऊं']
['samjhaun', 'समझाऊं']
['samjaaon', 'समझाऊं']
['sulaayegi', 'सुलायेगी']
['sulaayega', 'सुलायेगा']
['sare', 'सरे']
['saare', 'सरे']
['sarhad', 'सरहद']
['sarhadein', 'सरहदें']
['sarahadein', 'सरहदें']
['suljhaaye', 'सुलझाए']
['suljaaye', 'सुलझाए']
['sulajhaaye', 'सुलझाए']
['sundarta', 'सुंदरता']
['sundarataa', 'सुंदरता']
['sundarata', 'सुंदरता']
['shokhiyaan', 'शोखियाँ']
['shokiyan', 'शोखियाँ']
['sabar', 'सब्र']
['silaai', 'सिलाई']
['suqoon', 'सुक़ूँ']
['suquun', 'सुक़ूँ']
['samhaaran', 'सम्हारन']
['saadhunaam', 'साधुनाम']
['sansthaapanaarthaay', 'संस्थापनार्थाय']
['sambhavaami', 'सम्भवामि']
['shaanta', 'शान्ता']
['subhaan', 'सुभान']
['sanwarati', 'सँवरती']
['suramaai', 'सुरमाई']
['surmayii', 'सुरमाई']
['saraphiri', 'सरफिरी']
['sanvaarake', 'सँवारके']
['sajaana', 'सजाना']
['saaleeji', 'सालीजी']
['sunaaoge', 'सुनाओगे']
['saatveen', 'सात्वीं']
['suniyeji', 'सुनियेजी']
['suhaanee', 'सुहानीइ']
['sakta', 'सकत']
['sakat', 'सकत']
['sameta', 'समेटा']
['sataayen', 'सतायें']
['samjhaayen', 'समझायें']
['samjaayen', 'समझायें']
['sansaar', 'सन्सार']
['siyega', 'सियेगा']
['sindoori', 'सिन्दूरी']
['sinduri', 'सिन्दूरी']
['sindooree', 'सिन्दूरी']
['sahrminda', 'शर्मिन्दा']
['sharminda', 'शर्मिन्दा']
['sharmaaogi', 'शरमाओगी']
['sharamaaogi', 'शरमाओगी']
['sunaaegi', 'सुनायेगी']
['saathiya', 'साथिय']
['suniyo', 'सुनियो']
['sunio', 'सुनियो']
['simatke', 'सिमटके']
['simatake', 'सिमटके']
['sarakaavo', 'सरकावो']
['sunaayi', 'सुनायी']
