['pighale', 'पिघले']
['pecheeda', 'पेचीदा']
['phulwariya', 'फुलवारिया']
['phulwariyan', 'फुलवारिया']
['padhake', 'पढ़के']
['pighalane', 'पिघलने']
['pighalne', 'पिघलने']
['pauni', 'पौनी']
['plan', 'प्लान']
['pari', 'पारी']
['panda', 'पंडा']
['pariyan', 'पारियाँ']
['pairo', 'पैरो']
['pain', 'पाईं']
['paain', 'पाईं']
['paayin', 'पाईं']
['paayi', 'पाईं']
['patali', 'पतली']
['patli', 'पतली']
['pole', 'पोले']
['patna', 'पटना']
['patana', 'पटना']
['palla', 'पल्ला']
['pallaa', 'पल्ला']
['paayo', 'पायो']
['payo', 'पायो']
['paga', 'पगा']
['pipali', 'पिपली']
['pat', 'पाट']
['pakane', 'पकने']
['paagalapan', 'पागलपन']
['paagalpan', 'पागलपन']
['parchhaayiyaan', 'परच्छाइयाँ']
['padhane', 'पढ़ने']
['padne', 'पढ़ने']
['pilaake', 'पिलाके']
['police', 'पोलीस']
['paani', 'पानि']
['palati', 'पलती']
['palatii', 'पलती']
['palti', 'पलती']
['pattiyaan', 'पत्तियां']
['patiyan', 'पत्तियां']
['pochhega', 'पोछेगा']
['papihaa', 'पपिहा']
['papiha', 'पपिहा']
['priyaa', 'प्रिया']
['piyaa', 'प्रिया']
['priya', 'प्रिया']
['piriya', 'प्रिया']
['piya', 'प्रिया']
['parde', 'पर्दे']
['pina', 'पीना']
['peena', 'पीना']
['pinaa', 'पीना']
['piinaa', 'पीना']
['peenaa', 'पीना']
['pat', 'पट']
['pagale', 'पगले']
['pagle', 'पगले']
['pachhataana', 'पछताना']
['pachatana', 'पछताना']
['pachhtaanaa', 'पछताना']
['pachhataanaa', 'पछताना']
['paalanhaara', 'पालनहारा']
['paalanahaara', 'पालनहारा']
['polam', 'पोलम']
['pol', 'पोल']
['parvardigaar', 'परवर्दिगार']
['paravardigaar', 'परवर्दिगार']
['pahunchaae', 'पहुँचाए']
['pariyaan', 'परियाँ']
['pariyan', 'परियाँ']
['paalaki', 'पालकी']
['palki', 'पालकी']
['paalki', 'पालकी']
['palegi', 'पलेगी']
['puchhega', 'पूछेगा']
['poochhega', 'पूछेगा']
['pilaaun', 'पिलाऊं']
['piyega', 'पियेगा']
['paalish', 'पालिश']
['pinjara', 'पिंजरा']
['pinjaraa', 'पिंजरा']
['pinjra', 'पिंजरा']
['paakh', 'पाक']
['paak', 'पाक']
['pohonchte', 'पहुँचते']
['paauunga', 'पाऊँगा']
['paaoonga', 'पाऊँगा']
['paaonga', 'पाऊँगा']
['paayuunga', 'पाऊँगा']
['pauungaa', 'पाऊँगा']
['paaunga', 'पाऊँगा']
['paaungaa', 'पाऊँगा']
['puravaaii', 'पुरवाई']
['puravaayi', 'पुरवाई']
['purvaai', 'पुरवाई']
['puravaai', 'पुरवाई']
['purvaayi', 'पुरवाई']
['purwaayi', 'पुरवाई']
['purwai', 'पुरवाई']
['phansaayegaa', 'फँसाएगा']
['paaun', 'पाऊं']
['paauun', 'पाऊं']
['pukaarake', 'पुकारके']
['pale', 'पले']
['paley', 'पले']
['pareshaani', 'परेशानी']
['pyar', 'प्यर']
['pyaar', 'प्यर']
['priya', 'प्रिय']
['priy', 'प्रिय']
['puunji', 'पूंजी']
['poonji', 'पूंजी']
['punji', 'पूंजी']
['parachhaainyaan', 'परछाइंयाँ']
['paavan', 'पावन']
['paawan', 'पावन']
['pahanakar', 'पहनकर']
['pehankar', 'पहनकर']
['pighali', 'पिघली']
['pulisavaala', 'पुलिसवाला']
['pachhataaun', 'पछताऊँ']
['puchhen', 'पूछें']
['puuchhen', 'पूछें']
['puuchhein', 'पूछें']
['poochhen', 'पूछें']
['palakiyaan', 'पलकियाँ']
['pighalate', 'पिघलते']
['pighalte', 'पिघलते']
['pattiyon', 'पत्तियों']
['parosaa', 'परोसा']
['parosa', 'परोसा']
['pura', 'पूरा']
['poora', 'पूरा']
['puura', 'पूरा']
['pooraa', 'पूरा']
['puuraa', 'पूरा']
['puraa', 'पूरा']
['pahal', 'पहल']
['pehle', 'पहल']
['paraayi', 'परायी']
['parayi', 'परायी']
['pappi', 'पप्पी']
['phenke', 'फेंके']
['painya', 'पैंया']
['paiya', 'पैंया']
['painyaa', 'पैंया']
['paiyan', 'पैंया']
['parchhaiyon', 'परछाइयों']
['parachhaeeyon', 'परछाइयों']
['parachhaaiyon', 'परछाइयों']
['parachhaayiyon', 'परछाइयों']
['phunk', 'फूँक']
['phera', 'फेरा']
['pheraa', 'फेरा']
['pahiyaa', 'पहिया']
['paidal', 'पैदल']
['pachaas', 'पचास']
['puja', 'पुजा']
['phiregaa', 'फिरेगा']
['phirega', 'फिरेगा']
['payega', 'पायेगा']
['paayega', 'पायेगा']
['paayegaa', 'पायेगा']
['pulta', 'पुल्टा']
['padhta', 'पढ़ता']
['padhata', 'पढ़ता']
['palke', 'पलके']
['palake', 'पलके']
['pahunchi', 'पहुँची']
['pahaunchi', 'पहुँची']
['praani', 'प्राणी']
['praan', 'प्रान']
['putala', 'पुतला']
['pabandi', 'पाबंदी']
['paabandi', 'पाबंदी']
['phode', 'फोड़े']
['panaah', 'पनाह']
['panaa', 'पनाह']
['pyaariyaan', 'प्यारियाँ']
['purush', 'पुरुष']
['pori', 'पोरी']
['poojana', 'पूजना']
['poojanaa', 'पूजना']
['pappa', 'पप्पा']
['pardes', 'पर्देस']
['puranam', 'पुरनम']
['papihe', 'पपीहे']
['papeehe', 'पपीहे']
['praabhaati', 'प्रभाती']
['palkein', 'पल्कें']
['priyatam', 'प्रियतम']
['pooreen', 'पूरीं']
['payi', 'पयी']
['pahunchaaye', 'पहुँचाये']
['pachhataayegi', 'पछताएगी']
['pachtayegi', 'पछताएगी']
['pachhtayegi', 'पछताएगी']
['paate', 'पाते']
['pate', 'पाते']
['pamping', 'पम्पिंग्']
['padhate', 'पढ़ते']
['poochhi', 'पूछी']
['poochi', 'पूछी']
['pehlu', 'पेह्लू']
['pherkar', 'फेरकर']
['pherakar', 'फेरकर']
['pinjade', 'पिंजड़े']
['palakdas', 'पलकदस']
['panvadiya', 'पनवड़िया']
['putle', 'पुतले']
['putale', 'पुतले']
['pyaari', 'पियारी']
['piyaari', 'पियारी']
['pedhe', 'पेढ़े']
['palkon', 'पल्कों']
['palakon', 'पल्कों']
['pachhataaogi', 'पछताओगी']
['pachtaaogi', 'पछताओगी']
['padhaai', 'पढ़ाई']
['padhai', 'पढ़ाई']
['poochhati', 'पूछती']
['puuchhati', 'पूछती']
['puuchhatii', 'पूछती']
['poochhti', 'पूछती']
['pheron', 'फेरों']
['phero', 'फेरों']
['patak', 'पटक']
['patake', 'पटक']
['paare', 'पारे']
['pachtaye', 'पछताए']
['pachataaye', 'पछताए']
['pachhtaaye', 'पछताए']
['pachtayee', 'पछताए']
['pachhataaye', 'पछताए']
['padhi', 'पढ़ी']
['palanaa', 'पलना']
['palna', 'पलना']
['palana', 'पलना']
['pukaariye', 'पुकारिए']
['paron', 'परों']
['pipara', 'पिपरा']
['pehare', 'पेहरे']
['paaki', 'पाकी']
['palakhiyaan', 'पलखियाँ']
['puunchho', 'पूंछो']
['pachis', 'पचीस']
['phuulavaali', 'फूलवाली']
['painjaniya', 'पैंजनिया']
['phaankon', 'फाँकों']
['pak', 'पक']
['paravaaz', 'परवाज़']
['parvaaz', 'परवाज़']
['pakheru', 'पखेरू']
['paradesiya', 'परदेसीया']
['patiyaan', 'पतियाँ']
['paros', 'परोस']
['paarekh', 'पारेख']
['pahanaati', 'पहनाती']
['padat', 'पड़त']
['piyenge', 'पिएँगे']
['pienge', 'पिएँगे']
['pukaarenge', 'पुकारेंगे']
['paikar', 'पैकर']
['pairaahan', 'पैराहन']
['patang', 'पतनग']
['pala', 'पला']
['palaa', 'पला']
['paat', 'पात']
['paata', 'पात']
['pite', 'पिटे']
['pitte', 'पिटे']
['puliyaa', 'पुलिया']
['pit', 'पिट']
['puranamasi', 'पूरणमासी']
['pooranamaasi', 'पूरणमासी']
['paalak', 'पालक']
['paaz', 'पाज़']
['pehnayega', 'पहनाएगा']
['pachhataane', 'पछताने']
['painjani', 'पैंजनी']
['papad', 'पापड़']
['paapad', 'पापड़']
['paaras', 'पारस']
['paras', 'पारस']
['puneet', 'पुनीत']
['punit', 'पुनीत']
['parishaan', 'परीशाँ']
['pareshaan', 'परीशाँ']
['pakadi', 'पकड़ी']
['pakdi', 'पकड़ी']
['pyaari', 'प्यारि']
['poorja', 'पुर्जा']
['peshkar', 'पेश्तर']
['peshtar', 'पेश्तर']
['pukaarate', 'पुकारते']
['pukaarte', 'पुकारते']
['parawaradigaar', 'परवरदिगार']
['pana', 'पना']
['phul', 'फुल']
['puranur', 'पुरनूर']
['puranoor', 'पुरनूर']
['paracham', 'परचम']
['paravaradigaara', 'परवरदिगारा']
['paravaradigaaraa', 'परवरदिगारा']
['pilaane', 'पिलाने']
['pyaaro', 'प्यारो']
['palatun', 'पलटूं']
['phiregi', 'फिरेगी']
['pahuchna', 'पहुँचना']
['pachhataayega', 'पछताएगा']
['pachataayega', 'पछताएगा']
['paaq', 'पाक़']
['paayen', 'पाएं']
['paaen', 'पाएं']
['pakadake', 'पकड़के']
['peeden', 'पीडें']
['patawaari', 'पटवारी']
['pachhataai', 'पछताई']
['pachhataayi', 'पछताई']
['puchlo', 'पूछलो']
['puchhalo', 'पूछलो']
['piyaaji', 'पियाजी']
['paiso', 'पैसो']
['pahali', 'पहलि']
['paye', 'पाएँ']
['paayen', 'पाएँ']
['paayein', 'पाएँ']
['paaen', 'पाएँ']
['pat', 'पत']
['pataane', 'पटाने']
['paapon', 'पापों']
['pichhala', 'पिछला']
['paayegi', 'पाएगी']
['paaegi', 'पाएगी']
['paayegee', 'पाएगी']
['paaegii', 'पाएगी']
['pilaaoongi', 'पिलाऊँगी']
['pilaaungi', 'पिलाऊँगी']
['pattiyaan', 'पत्तियाँ']
['pardesi', 'पर्देसी']
['pola', 'पोला']
['peehu', 'पिहू']
['pihu', 'पिहू']
['pihoo', 'पिहू']
['pahachaanen', 'पहचानें']
['pheri', 'फेरी']
['prasaad', 'प्रसाद']
['prasad', 'प्रसाद']
['paundi', 'पाऊंदी']
['parvar', 'परवर']
['paravar', 'परवर']
['parawar', 'परवर']
['paaoongi', 'पाऊँगी']
['paungi', 'पाऊँगी']
['paaongi', 'पाऊँगी']
['pandav', 'पांडव']
['pachhataataa', 'पछताता']
['pachhataata', 'पछताता']
['pooje', 'पूजे']
['puuje', 'पूजे']
['puje', 'पूजे']
['pirye', 'प्रिये']
['priye', 'प्रिये']
['pyaaliyon', 'प्यालियों']
['peedheeyon', 'पीढीयों']
['phirenge', 'फिरेंगे']
['premanagar', 'प्रेमनगर']
['pahaadon', 'पहाड़ों']
['pahaado', 'पहाड़ों']
['peed', 'पीड़']
['pid', 'पीड़']
['pisi', 'पीसी']
['phirna', 'फिरना']
['phiranaa', 'फिरना']
['phirana', 'फिरना']
['pehchaani', 'पहचानी']
['pahachaani', 'पहचानी']
['pehchani', 'पहचानी']
['pehachaani', 'पहचानी']
['public', 'पबलिक']
['pishori', 'पिशोरी']
['papa', 'पापा']
['paapa', 'पापा']
['paapaa', 'पापा']
['papas', 'पापा']
['pappa', 'पापा']
['purasi', 'पुरसी']
['purabahaar', 'पुरबहार']
['pyaaram', 'प्यारम']
['pode', 'पोड़े']
['paavo', 'पावो']
['paaram', 'पारम']
['phenkata', 'फेंकता']
['piyo', 'पियो']
['palne', 'पलने']
['pakadte', 'पकड़ते']
['puch', 'पुछ']
['puchh', 'पुछ']
['putalon', 'पुतलों']
['puraano', 'पुराणो']
['poor', 'पुर']
['pahunchat', 'पहुँचत']
['phiraki', 'फिरकी']
['pukara', 'पुकरा']
['pahanaaya', 'पहनाया']
['pehnaaya', 'पहनाया']
['pahanaayaa', 'पहनाया']
['pilaai', 'पिलाई']
['pilaaii', 'पिलाई']
['phiren', 'फिरें']
['putr', 'पुत्र']
['pratipaal', 'प्रतिपाल']
['pataaka', 'पताका']
['pahadiyon', 'पहाड़ियों']
['pachhtaaoge', 'पछताओगे']
['pachhataaoge', 'पछताओगे']
['prati', 'प्रति']
['parchhaaiyaan', 'परछाईयां']
['parachhaaiyaan', 'परछाईयां']
['parchhaiyaan', 'परछाईयां']
['parchaiyan', 'परछाईयां']
['parchaiyaan', 'परछाईयां']
['pehredaar', 'पहरेदार']
['paharedaar', 'पहरेदार']
['parindon', 'परिंदों']
['parindo', 'परिंदों']
['parbaton', 'पर्बतों']
['parabaton', 'पर्बतों']
['pannon', 'पन्नों']
['panno', 'पन्नों']
['palatate', 'पलटते']
['poojan', 'पूजन']
['puujan', 'पूजन']
['pani', 'पनी']
['pahiye', 'पहिये']
['paritraanaay', 'परित्राणाय']
['padega', 'पडेगा']
['pya', 'प्या']
['pyar', 'प्या']
['paaglon', 'पागलों']
['parast', 'परस्त']
['pas', 'पस']
['pherake', 'फेरके']
['pakaayegi', 'पकायेगी']
['paanchavi', 'पाँचवी']
['pata', 'पटा']
['pairahan', 'पैरहन']
['pairhan', 'पैरहन']
['parakh', 'परख']
['pahunchaayegi', 'पहुँचाएगी']
['pahunchaaegi', 'पहुँचाएगी']
['parasti', 'परस्ती']
['paaogi', 'पाओगी']
['paakheeyon', 'पाखीयों']
['purjaa', 'पुरजा']
['purajaa', 'पुरजा']
['pachaasi', 'पचासी']
['pachaasii', 'पचासी']
['padhe', 'पढ़े']
['piroti', 'पिरोती']
['payegi', 'पायेगी']
['phuhaaron', 'फुहारों']
['pora', 'पोरा']
['parindaa', 'परिन्दा']
['parinda', 'परिन्दा']
['payaar', 'पयार']
['pyar', 'पयार']
['pardesi', 'परदेशी']
['paradeshii', 'परदेशी']
['payambar', 'पयम्बर']
['paakhi', 'पाखी']
['phulka', 'फुल्का']
['paaus', 'पाउस']
['payaas', 'पयास']
['parichay', 'परिचय']
['patadaa', 'पटड़ा']
['puhaaren', 'पुहारें']
['padungi', 'पड़ूँगी']
['paduungi', 'पड़ूँगी']
['praanavaaron', 'प्रानवारों']
['pukaaruun', 'पुकारूं']
['pukaaroon', 'पुकारूं']
['potli', 'पोटली']
['pankhon', 'पंखों']
['pahanaaunga', 'पहनाऊँगा']
['prakaar', 'प्रकार']
['preranaa', 'प्रेरणा']
['pahaadi', 'पहाड़ी']
['phuhaaren', 'फुहारें']
['puhaare', 'फुहारें']
['phuhaarein', 'फुहारें']
['panaahen', 'पनाहें']
['panahain', 'पनाहें']
['pakki', 'पक्की']
['prataap', 'प्रताप']
['patiyaan', 'पतियां']
['pooran', 'पूरण']
['puuran', 'पूरण']
['pardada', 'परदादा']
['paagalpan', 'पागल्पन']
['poochhuungi', 'पूछूँगी']
['poochungi', 'पूछूँगी']
['phirase', 'फिरसे']
['palaken', 'पल्केन']
['palakon', 'पल्कोन']
['pattebaaji', 'पत्तेबाजी']
['parchhaaiyon', 'पर्छाइयों']
['paaniyon', 'पानियों']
['paniyon', 'पानियों']
['paji', 'पाजी']
['paaji', 'पाजी']
['palangi', 'पलंग']
['palang', 'पलंग']
['paralok', 'परलोक']
['pahanaauun', 'पहनाऊँ']
['pahanaayuun', 'पहनाऊँ']
['pariyaan', 'परियां']
['parchhaaiyaan', 'पर्छाइयाँ']
['parchhaiyan', 'पर्छाइयाँ']
['pyaari', 'पयारी']
['pankhadiyon', 'पंखड़ियों']
['pighaltaa', 'पिघलता']
['pighalta', 'पिघलता']
['pighalataa', 'पिघलता']
['pigalta', 'पिघलता']
['puuchhoo', 'पूछोओ']
['piyun', 'पियूँ']
['peet', 'पीठ']
['parivaar', 'परिवार']
['pilaaye', 'पिलाये']
['paaro', 'पारो']
['paro', 'पारो']
['paaoongi', 'पाऊंगी']
['paalne', 'पालने']
['parabhaat', 'परभात']
['parbat', 'परभात']
['parwat', 'परवत']
['paravat', 'परवत']
['parvat', 'परवत']
['pighalega', 'पिघलेगा']
['phuulengi', 'फूलेंगी']
['phuulegaa', 'फूलेगा']
['phirke', 'फिरके']
['phirake', 'फिरके']
['pahaadon', 'पहादों']
['pacchis', 'पच्चिस']
['puraje', 'पुरजे']
['pakdoge', 'पकड़ोगे']
['pran', 'प्रण']
['paramashivam', 'परमशिवम']
['paarvati', 'पार्वती']
['paayalon', 'पायलों']
['pahuncha', 'पहुंचा']
['pahunchaa', 'पहुंचा']
['peetal', 'पीतल']
['piital', 'पीतल']
['pital', 'पीतल']
['panga', 'पंगा']
['peeta', 'पीटा']
['pahalavaan', 'पहलवान']
['pehalwan', 'पहलवान']
['pahalawaan', 'पहलवान']
['pasaliyaan', 'पसलियां']
['paraande', 'परांदे']
['pukaariye', 'पुकारिये']
['pukariye', 'पुकारिये']
['panjaa', 'पंजा']
['paiyyaa', 'पैया']
['paiya', 'पैया']
['paiyaa', 'पैया']
['pardesh', 'पर्देश']
['pakadat', 'पकड़त']
['paramatma', 'परमात्मा']
['pilaye', 'पिलाए']
['pilaaye', 'पिलाए']
['pilaae', 'पिलाए']
['patiya', 'पतिया']
['patiyaa', 'पतिया']
['peelaate', 'पिलाते']
['patavaaren', 'पतवारें']
['pilaayaa', 'पिलाया']
['pilaaya', 'पिलाया']
['petii', 'पेटी']
['peti', 'पेटी']
['pad', 'पद']
['paahin', 'पाहिन']
['preme', 'प्रेमे']
['puujin', 'पूजिन']
['parasmai', 'परस्मै']
['puye', 'पुए']
['pue', 'पुए']
['pakaayen', 'पकाएं']
['pakaaen', 'पकाएं']
['pakaaein', 'पकाएं']
['pyaaliya', 'प्यालियाँ']
['pyaaliyaan', 'प्यालियाँ']
['pandhuranga', 'पाँडूरंगा']
['pahachaanon', 'पहचानों']
['pardaafaash', 'पर्दाफ़ाश']
['pairdon', 'पैर्दोन']
['panchiyon', 'पन्चियोन']
['poone', 'पूने']
['piyaaz', 'प्याज']
['pyaaj', 'प्याज']
['parbaton', 'परबतों']
['poshida', 'पोशीदा']
['poshiidaa', 'पोशीदा']
['poor', 'पूर']
['phula', 'फुला']
['pyaalon', 'प्यालों']
['puhaar', 'पुहार']
['pataak', 'पटाक']
['puraqat', 'पुरक़त']
['pashemaaneeyaan', 'पशेमानीयाँ']
['pherane', 'फेरने']
['paaneeyon', 'पानीयों']
['phisle', 'फिसले']
['phislan', 'फिसलन']
['pakka', 'पक्का']
['pakkaa', 'पक्का']
['pyaason', 'प्यासों']
['parchi', 'पर्ची']
['piiye', 'पीये']
['pasandida', 'पसंदीदा']
['parahaad', 'परहाद']
['puuchhiye', 'पूछिये']
['poochhiye', 'पूछिये']
['paniyaan', 'पनियाँ']
['pilwaaye', 'पिलवाए']
['pahanaayen', 'पहनाएँ']
['pahanogi', 'पहनोगी']
['paradesiyon', 'परदेसियों']
['paag', 'पाग']
['paran', 'परण']
['patari', 'पटरी']
['pattri', 'पटरी']
['patri', 'पटरी']
['paraanda', 'परांदा']
['phayda', 'फायदा']
['padhoge', 'पढ़ोगे']
['pahanaao', 'पहनाओ']
['pesha', 'पेशा']
['pahanaauungii', 'पहनाऊंगी']
['paanchavaa', 'पांचवा']
['pichaadi', 'पिछाड़ी']
['pahanenge', 'पहनेंगे']
['poojoon', 'पूजूं']
['patni', 'पत्नि']
['paradesan', 'परदेसन']
['piyava', 'पियवा']
['pijiye', 'पीजिये']
['palaqon', 'पलक़ों']
['palakan', 'पलकन']
['palkan', 'पलकन']
['phodi', 'फोड़ी']
['parayo', 'परायो']
['paraayo', 'परायो']
['paakuu', 'पाकू']
['pichchhe', 'पिच्छे']
['peeharvaa', 'पिहरवा']
['pakhaawaj', 'पखावज']
['panchi', 'पंची']
['pakke', 'पक्के']
['panigama', 'पनिगम']
['panisa', 'पनिस']
['poonchho', 'पूँछो']
['put', 'पुत']
['partaapi', 'पर्तापी']
['pyaale', 'पयाले']
['payaale', 'पयाले']
['pardanashiinon', 'पर्दनशीनों']
['pingala', 'पिंगला']
['prahar', 'प्रहर']
['parat', 'परत']
['pudchya', 'पुड्च्या']
['pulakit', 'पुलकित']
['peparon', 'पेपरों']
['paduungi', 'पड़ूंगी']
['padhane', 'पढ़ने']
['patangen', 'पतंगें']
['pehchaano', 'पहचानो']
['pahachaano', 'पहचानो']
['pehchano', 'पहचानो']
['paris', 'पैरिस']
['pairis', 'पैरिस']
['panjon', 'पंजों']
['paanavaali', 'पानवाली']
['palat', 'पलत']
['pehanke', 'पहनके']
['pahanake', 'पहनके']
['pote', 'पोते']
['palate', 'पलटे']
['phuljhadi', 'फुलझड़ी']
['pilaayein', 'पिलायें']
['paro', 'परो']
['pudiya', 'पुड़िया']
['pataakha', 'पटाखा']
['pataakhaa', 'पटाखा']
['pallu', 'पल्लू']
['pahachaahoon', 'पहचाहूँ']
['panahaariyaan', 'पनहारियाँ']
['paheliyaan', 'पहेलियाँ']
['paheliyan', 'पहेलियाँ']
['pahachaanoge', 'पहचानोगे']
['phulawaariyaan', 'फुलवारियाँ']
['paataal', 'पाताल']
['pahunchati', 'पहुंचती']
['palatati', 'पलटती']
['patala', 'पतला']
['pahachaanu', 'पहचानूं']
['pehachaanu', 'पहचानूं']
['pehchaanoon', 'पहचानूं']
['priti', 'प्रीती']
['premapujaari', 'प्रेमपुजारी']
['paraayin', 'परायीन']
['puujaaran', 'पूजारन']
['puujaari', 'पूजारी']
['pahle', 'पह्ले']
['padana', 'पड़ना']
['paapiyon', 'पापियों']
['praarthi', 'प्रार्थी']
['pahunchaayenge', 'पहुँचाएँगे']
['paiyya', 'पैंयाँ']
['paiyyan', 'पैंयाँ']
['paravaano', 'परवानो']
['parawaano', 'परवानो']
['paradaade', 'परदादे']
['pudiyaan', 'पुड़ियाँ']
['pukaarana', 'पुकारना']
['pados', 'पड़ोस']
['peehar', 'पीहर']
['pihar', 'पीहर']
['pooch', 'पूच']
['puuch', 'पूच']
['pigal', 'पिघल']
['puttar', 'पुत्तर']
['putar', 'पुत्तर']
['pichhee', 'पीछेए']
['patton', 'पत्तों']
['patto', 'पत्तों']
['phirunga', 'फिरूँगा']
['pari', 'परि']
['paravaan', 'परवान']
['piroye', 'पिरोये']
['purvaai', 'पुर्वाई']
['pasaari', 'पसारी']
['puujuun', 'पूजूँ']
['pujoon', 'पूजूँ']
['pachtaayegi', 'पछतायेगी']
['pachtaana', 'पच्तान']
['parvaton', 'पर्वतों']
['parbaton', 'पर्वतों']
['pankhe', 'पंखे']
['piyaara', 'पियारा']
['phulon', 'फुलों']
['pindaaru', 'पिंडारू']
['pindaru', 'पिंडारू']
['pehchaante', 'पह्चानते']
['payamal', 'पयमल']
['piyu', 'पियू']
['piyuu', 'पियू']
['pakaduun', 'पकड़ूँ']
['pralaya', 'प्रलय']
['pralay', 'प्रलय']
['payodhi', 'पयोधि']
['pashu', 'पशु']
['pratimaa', 'प्रतिमा']
['pratima', 'प्रतिमा']
['pahunchaati', 'पहुँचाती']
['pistaul', 'पिस्तौल']
['paalii', 'पाली']
['paalee', 'पाली']
['paali', 'पाली']
['paai', 'पाइ']
['poochhegee', 'पूछेगी']
['puuchhegii', 'पूछेगी']
['paimana', 'पैमना']
['pore', 'पोरे']
['pyaareyaa', 'प्यारेया']
['phole', 'फोले']
['paayaan', 'पायाँ']
['pichhe', 'पिछे']
['pakadakar', 'पकड़कर']
['pakadkar', 'पकड़कर']
['padminiya', 'पद्मिनिया']
['pachhataa', 'पछता']
['pachhata', 'पछता']
['purva', 'पुरवा']
['puravaa', 'पुरवा']
['purava', 'पुरवा']
['pahachaanega', 'पहचानेगा']
['parakhna', 'परखना']
['pehnaayunga', 'पहनायूंगा']
['pakaayunga', 'पकायूंगा']
['partu', 'पार्तू']
['patati', 'पटती']
['pocket', 'पॉकेट']
['pretending', 'प्रिटेंडिंग']
['panno', 'पन्नो']
['pahanaayenge', 'पहनायेंगे']
['pighalaaun', 'पिघलाऊँ']
['pehnaate', 'पहनाते']
['pahanaate', 'पहनाते']
['pahaadaan', 'पहाड़ाँ']
['puchho', 'पुछो']
['pan', 'पन']
['pardon', 'परदों']
['paradon', 'परदों']
['paniya', 'पनिया']
['paniyaa', 'पनिया']
['phisalaa', 'फिसला']
['pukarkar', 'पुकारकर']
['paribhaasha', 'परिभाषा']
['parampara', 'परंपर']
['phodo', 'फोड़ो']
['paalegi', 'पालेगी']
['pakaaegi', 'पकाएगी']
['pakaayegi', 'पकाएगी']
['panne', 'पन्ने']
['paagaal', 'पागाल']
['pahanen', 'पहनें']
['priitaa', 'प्रीता']
['prita', 'प्रीता']
['pakadaai', 'पकड़ाई']
['pachhataate', 'पछताते']
['pahate', 'पहते']
['phulabagiya', 'फुलबगिया']
['pakhuriyon', 'पखुरियों']
['pyaari', 'पियारि']
['pariyaan', 'परीयाँ']
['pichha', 'पिछा']
['pachchhim', 'पच्छिम']
['pachhim', 'पच्छिम']
['palata', 'पलता']
['palataa', 'पलता']
['pado', 'पड़ो']
['patthariilii', 'पत्थरीली']
['palkon', 'पलको']
['palako', 'पलको']
['piyaalon', 'पियालों']
['patr', 'पत्र']
['patra', 'पत्र']
['prada', 'प्रदा']
['pataraani', 'पटरानी']
['pappapa', 'पप्पप']
['papaloo', 'पपलू']
['papeeta', 'पपीता']
['papita', 'पपीता']
['poraay', 'पोराय']
['povare', 'पोवरे']
['pass', 'पस्स']
['paasabaan', 'पासबाँ']
['padiye', 'पड़िये']
['piroyaa', 'पिरोया']
['piroya', 'पिरोया']
['pirohya', 'पिरोया']
['posh', 'पोश']
['pashchhim', 'पश्छिम']
['phunke', 'फूँके']
['pashemaan', 'पशेमाँ']
['phulan', 'फूलन']
['phiro', 'फिरो']
['pahunchaana', 'पहुन्चाना']
['pujaarinon', 'पुजारिनों']
['pota', 'पोता']
['patale', 'पतले']
['puravaaiyaan', 'पुरवाईयाँ']
['pukaarane', 'पुकारने']
['pukaaron', 'पुकारों']
['paimaan', 'पैमान']
['palein', 'पलें']
['paasi', 'पासी']
['panj', 'पंज']
['paigambar', 'पैगम्बर']
['ponchhein', 'पोंछें']
['pai', 'पै']
['piihoo', 'पीहोओ']
['patakii', 'पटकी']
['puujein', 'पूजें']
['paajeb', 'पाजेब']
['paahu', 'पाहु']
['palav', 'पलव']
['phulmaala', 'फुल्माला']
['paka', 'पका']
['pakaa', 'पका']
['paagalakhaana', 'पागलखाना']
['poochhoge', 'पूछोगे']
['pachhataave', 'पछतावे']
['poochhengi', 'पूछेंगी']
['pilaana', 'पिलाना']
['pilaata', 'पिलाता']
['paagalpana', 'पागलपना']
['phiri', 'फिरी']
['pakalenge', 'पकलेंगे']
['pucho', 'पुचो']
['purvi', 'पुर्वी']
['pashchimi', 'पश्चिमी']
['padhake', 'पढ़के']
['paanchon', 'पाँचों']
['parja', 'परजा']
['pukaarengi', 'पुकारेंगी']
['paayengi', 'पाएँगी']
['pahanaai', 'पहनाई']
['pahanaaii', 'पहनाई']
['paalanhaare', 'पालनहारे']
['paalanahaare', 'पालनहारे']
['prabhuji', 'प्रभुजि']
['pehnengi', 'पहनेगी']
['pahunchoge', 'पहुँचोगे']
['pehchaana', 'पेहचाना']
['pitaayi', 'पिटाई']
['phiraan', 'फिराँ']
['pahuncho', 'पहुँचो']
['paaket', 'पाकेट']
['pahanaataa', 'पहनाता']
['pad', 'पढ़']
['piyein', 'पियें']
['phaakon', 'फाकों']
['pahunchane', 'पहुँचने']
['phusur', 'फुसुर']
['pukaarega', 'पुकारेगा']
['pakhiyaan', 'पखियाँ']
['pakaduun', 'पकडूँ']
['pukaaraan', 'पुकारां']
['phodega', 'फोड़ेगा']
['patli', 'पत्ली']
['prabal', 'प्रबल']
['phikr', 'फिक्र']
['putravati', 'पुत्रवती']
['pachhataaya', 'पछताया']
['pachhataya', 'पछताया']
['pahanoon', 'पहनूँ']
['pahanuun', 'पहनूँ']
['pehnoon', 'पहनूँ']
['pahnoo', 'पहनूँ']
