['ahsaas', 'एहसास']
['ansuvan', 'अंसुवन']
['ansuwan', 'अंसुवन']
['aansu', 'आँसु']
['aazamaaye', 'आज़माये']
['aazmaaye', 'आज़माये']
['aajmaaye', 'आज़माये']
['aankhoen', 'आँखोएन']
['anganva', 'अंगनवा']
['ann', 'अन']
['abake', 'अबके']
['abke', 'अबके']
['ari', 'अरि']
['ashaaon', 'अशाओं']
['adha', 'आधा']
['andher', 'अन्धेर']
['afasos', 'अफ़सोस']
['afsos', 'अफ़सोस']
['ankhen', 'आंखें']
['adharon', 'अधरों']
['andhakaar', 'अंधकार']
['andhkaar', 'अंधकार']
['andhkar', 'अंधकार']
['ansuan', 'अंसुअन']
['aalu', 'आलू']
['anaath', 'अनाथ']
['aanewale', 'आनेवाले']
['aanewaale', 'आनेवाले']
['aanevaale', 'आनेवाले']
['aanewaley', 'आनेवाले']
['aarzuon', 'आरज़ुओं']
['aagaaz', 'आग़ाज़']
['andhiyari', 'अँधियारी']
['andhiyaari', 'अँधियारी']
['anaj', 'अनाज']
['anaaj', 'अनाज']
['as', 'आस']
['alabelon', 'अलबेलों']
['andaaza', 'अन्दाज़ा']
['aat', 'आत']
['ashe', 'आशे']
['alsaaye', 'अलसाये']
['adhura', 'अधुरा']
['aayengin', 'आएँगीं']
['aayin', 'आयीं']
['aashiqaan', 'आशिक़ां']
['akhiyaanchon', 'अखियांचों']
['akhiyaan', 'अखियां']
['aajamaane', 'आजमाने']
['aasre', 'आसरे']
['aasare', 'आसरे']
['afsaana', 'अफ़्साना']
['assi', 'अस्सी']
['ayyo', 'अय्यो']
['am', 'अम']
['ankhiyan', 'अंखियन']
['ambuva', 'अम्बुवा']
['ambuvaa', 'अम्बुवा']
['ambuwaa', 'अम्बुवा']
['ambuwa', 'अम्बुवा']
['aagaa', 'आगा']
['ashok', 'अशोक']
['akelepan', 'अकेलेपन']
['atakane', 'अटकने']
['agni', 'अगनी']
['agani', 'अगनी']
['aaiye', 'आइये']
['aiye', 'आइये']
['aparaadhi', 'अपराधी']
['apradhi', 'अपराधी']
['ankhon', 'अँखों']
['andekhaa', 'अनदेखा']
['abhimaan', 'अभिमान']
['ande', 'अंडे']
['adhmui', 'अधमुई']
['armaan', 'अर्माँ']
['aanhe', 'आँहे']
['angaaraa', 'अंगारा']
['angaara', 'अंगारा']
['aadar', 'आदर']
['aara', 'आरा']
['aaraa', 'आरा']
['arz', 'आर']
['aar', 'आर']
['aajaao', 'आजाओ']
['atakheliyaan', 'अटखेलियाँ']
['atakheliyaan', 'अनखलियाँ']
['ankhiyaa', 'अँखिया']
['ankhiya', 'अँखिया']
['angadaaiiyaan', 'अंगड़ाईयां']
['aahistaa', 'आहिस्ता']
['aahista', 'आहिस्ता']
['akhir', 'आख़िर']
['aashiqana', 'आशिक़ाना']
['aashiqaana', 'आशिक़ाना']
['aazmaaoge', 'आज़माओगे']
['anaginat', 'अनगिनत']
['andhiyaara', 'अंधियारा']
['andhiyara', 'अंधियारा']
['andhiyaaraa', 'अंधियारा']
['angon', 'अँगों']
['aamare', 'आमरे']
['an', 'अं']
['ashqbaar', 'अश्क़्बार']
['aalaa', 'आला']
['aala', 'आला']
['ala', 'आला']
['antar', 'अंतर']
['aanevaala', 'आनेवाला']
['aanevaalaa', 'आनेवाला']
['aanewaala', 'आनेवाला']
['angrez', 'अंग्रेज़']
['angrezi', 'अंग्रेज़ी']
['aaraju', 'आरजु']
['akasar', 'अकसर']
['agosh', 'आग़ोश']
['aazmaane', 'आज़माने']
['aazamaane', 'आज़माने']
['aazmane', 'आज़माने']
['aasamaani', 'आसमानी']
['aasmaani', 'आसमानी']
['apano', 'अपणो']
['amareeki', 'अमरीकी']
['anuraagee', 'अनुरागी']
['anuraagi', 'अनुरागी']
['aanchar', 'आँचर']
['ashv', 'अश्व']
['arun', 'अरुण']
['antar', 'अन्तर']
['amul', 'अमूल']
['atakyo', 'अटक्यो']
['aavat', 'आवत']
['aawat', 'आवत']
['alast', 'अलस्त']
['aakhri', 'आखरी']
['assam', 'आसाम']
['ataarii', 'अटारी']
['ataari', 'अटारी']
['aarasi', 'आरसी']
['amajad', 'अमजद']
['ajeez', 'अजीज़']
['ankhadiyon', 'अँखड़ियों']
['angaare', 'अँगारे']
['apanaata', 'अपनाता']
['apanaataa', 'अपनाता']
['anganaaraa', 'अंगनारा']
['aayega', 'आयेग']
['aajaae', 'आजाए']
['aakhon', 'आखों']
['aadhar', 'आधार']
['akadata', 'अकड़ता']
['akadataa', 'अकड़ता']
['aazaadiyaan', 'आज़ादियाँ']
['andhon', 'अँधों']
['atake', 'अटके']
['atke', 'अटके']
['angadaai', 'अन्गड़ाई']
['angadaayi', 'अन्गड़ाई']
['amabar', 'अमबर']
['adaao', 'अदाओ']
['angadaai', 'अनगडाई']
['achchi', 'अच्ची']
['aseemit', 'असीमित']
['amaanatein', 'अमानतें']
['aamanate', 'अमानतें']
['aancharaa', 'आँचरा']
['aanchara', 'आँचरा']
['avagun', 'अवगुण']
['anuraag', 'अनुराग']
['aaroh', 'आरोह']
['avaroh', 'अवरोह']
['alaap', 'अलाप']
['alankaar', 'अलंकार']
['asuvon', 'असुवों']
['aaiyo', 'आइयो']
['aauungi', 'आऊंगी']
['aaungi', 'आऊंगी']
['ansuna', 'अनसुना']
['aawaazon', 'आवाज़ों']
['awaazo', 'आवाज़ों']
['anaap', 'अनाप']
['aali', 'आली']
['ayodhyaa', 'अयोध्या']
['apanaayenge', 'अपनाएंगे']
['apanaaenge', 'अपनाएंगे']
['ahasaas', 'अहसास']
['aihsaas', 'अहसास']
['adaavat', 'अदावत']
['amuvaa', 'अमुवा']
['antadiyon', 'अँतड़ियों']
['andhiyaare', 'अँधियारे']
['aankade', 'आँकड़े']
['abdul', 'अब्दुल']
['andhaa', 'अन्धा']
['andha', 'अन्धा']
['andhiyari', 'अंधियरी']
['aav', 'आव']
['aagad', 'आगड़']
['ankhiyon', 'अँख्हियों']
['ankhiyaan', 'अंखीयां']
['ankhiyon', 'अंखीयों']
['apas', 'अपस']
['apna', 'अपन']
['apana', 'अपन']
['annadaata', 'अन्नदाता']
['aanewaala', 'आनेवाल']
['anguuri', 'अंगूरी']
['angoori', 'अंगूरी']
['abalaa', 'अबला']
['ablaa', 'अबला']
['abla', 'अबला']
['abala', 'अबला']
['angaaron', 'अँगारों']
['aazamaanen', 'आज़मानें']
['amarva', 'अमरवा']
['ambe', 'अम्बे']
['asaan', 'असान']
['angooron', 'अंगूरों']
['adegi', 'अड़ेगी']
['atyaachaar', 'अत्याचार']
['amal', 'अमल']
['anjali', 'अंजली']
['aadam', 'आदम']
['andaaza', 'अंदाज़ा']
['ameerzaadi', 'अमीरज़ादी']
['aawaargi', 'आवारगी']
['aavaaragi', 'आवारगी']
['aavaaragee', 'आवारगी']
['aawargi', 'आवारगी']
['aawaaragi', 'आवारगी']
['aseer', 'असीर']
['asir', 'असीर']
['anwar', 'अनवर']
['anavar', 'अनवर']
['asatya', 'असत्य']
['aanchalon', 'आंचलों']
['adhik', 'अधिक']
['aalingin', 'आलिंगिन']
['achyut', 'अच्युत']
['abhimanyu', 'अभिमन्यु']
['asatyaatavaa', 'असत्यातवा']
['abhimanyum', 'अभिमन्युम']
['anguri', 'अन्गूरी']
['aaika', 'आईका']
['adharm', 'अधर्म']
['ale', 'अले']
['arazi', 'अरज़ी']
['arzi', 'अरज़ी']
['anant', 'अनन्त']
['aakaar', 'आकार']
['andekhi', 'अन्देखी']
['allaadeen', 'अल्लादीन']
['abaro', 'अबरो']
['aye', 'अये']
['ashiqon', 'अशिक़ों']
['arazu', 'अरज़ू']
['anokhi', 'अनोखि']
['abaarat', 'अबारत']
['akado', 'अकड़ो']
['akadate', 'अकड़ते']
['aasapaas', 'आसपास']
['arj', 'अर्ज']
['asraani', 'असरानी']
['aaen', 'आएँ']
['anganai', 'अंगनाई']
['aankhon', 'आँखोन']
['ankhon', 'आँखोन']
['ashiyaane', 'अशियाने']
['akhir', 'अखिर']
['anchal', 'आंचल']
['akaash', 'आकाश']
['atakan', 'अटकन']
['adana', 'अदना']
['agaadi', 'अगाड़ी']
['aanevaalii', 'आनेवाली']
['aakaah', 'आकाह']
['ada', 'आदा']
['aada', 'आदा']
['aazmaa', 'आज़मां']
['aazmaan', 'आज़मां']
['aaftaab', 'आफ़ताब']
['aafataab', 'आफ़ताब']
['aafatab', 'आफ़ताब']
['aaftab', 'आफ़ताब']
['andhiyaaro', 'अंधियारों']
['aankh', 'आँक']
['agge', 'अग्गे']
['agadam', 'अगड़म']
['ase', 'असे']
['aaram', 'आरम']
['aasmanon', 'आस्मनों']
['anurodh', 'अनुरोध']
['aap', 'अप']
['ap', 'अप']
['ajaayabakhaana', 'अजायबखाना']
['aaho', 'आहो']
['awwalapana', 'अव्वलपना']
['aakirapana', 'आख़िरपना']
['aahaten', 'आहटें']
['ajay', 'अजय']
['ayegaa', 'अयेगा']
['aanchalo', 'आँचलों']
['asaami', 'असामी']
['araji', 'अरजी']
['aafataab', 'आफ़्ताब']
['ag', 'अग']
['awaarapaan', 'आवारापन']
['aawaaraapan', 'आवारापन']
['andhkaar', 'अँधकार']
['aashiqi', 'आशीक़ी']
['avagun', 'अवगुन']
['avgun', 'अवगुन']
['aappe', 'आप्पे']
['aazmati', 'आज़माती']
['akeliyaan', 'अकेलियाँ']
['alabelavaa', 'अलबेलवा']
['arabi', 'अरबी']
['aadi', 'आदी']
['asad', 'असद']
['anzaam', 'अंज़ाम']
['aaye', 'आअये']
['andhi', 'अन्धी']
['andhii', 'अन्धी']
['anek', 'अनेक']
['aashirvaadam', 'आशीर्वादम']
['akadana', 'अकड़ना']
['apaar', 'अपार']
['aari', 'आरी']
['anup', 'अनूप']
['angdaai', 'अन्गडाई']
['anpadh', 'अनपढ़']
['anguthi', 'अँगूठी']
['aazaar', 'आज़ार']
['age', 'अगे']
['ant', 'अन्त']
['aajaaye', 'आजाये']
['anaarakali', 'अनारकलि']
['anamika', 'अनामिका']
['aahen', 'आँहें']
['aanhen', 'आँहें']
['andhiyaaraa', 'अन्धियारा']
['anuk', 'अनुक']
['aankho', 'आँखो']
['albele', 'अल्बेले']
['alabele', 'अल्बेले']
['asi', 'असि']
['akhedam', 'अखेदम']
['atanvate', 'अतन्वते']
['amalaan', 'अमलां']
['atulaam', 'अतुलाम्']
['anguuthe', 'अँगूठे']
['anguthe', 'अँगूठे']
['aayuun', 'आयूँ']
['aagat', 'आगत']
['actor', 'अच्तोर']
['andhe', 'अँधे']
['aaiye', 'आईये']
['aayiye', 'आईये']
['akhabaro', 'अखबारों']
['akhabaaron', 'अखबारों']
['aitabaareyaa', 'ऐतबारेया']
['ankal', 'अंकल']
['aatamaa', 'आतमा']
['aatama', 'आतमा']
['aatmaa', 'आतमा']
['alhadpan', 'अल्हड़पन']
['allhadpan', 'अल्हड़पन']
['apalam', 'अपलम']
['aankana', 'आँकना']
['ando', 'अंदो']
['aayungi', 'आयूंगी']
['amaanush', 'अमानुश']
['awaaz', 'अवाज़']
['aapne', 'आप्ने']
['agarache', 'अगरचे']
['abhilaasha', 'अभिलाषा']
['arra', 'अर्रा']
['atyaachaari', 'अत्याचारी']
['asmat', 'अस्मत']
['ajaanon', 'अजानों']
['abdulla', 'अब्दुल्ला']
['anarit', 'अनरीत']
['angara', 'अन्गारा']
['angna', 'अंग्ना']
['angaraaii', 'अंगराई']
['ajahun', 'अजहुँ']
['amiy', 'अमिय']
['andera', 'अंदेरा']
['apano', 'अपनो']
['arzi', 'अर्ज़ी']
['anyaayi', 'अन्यायी']
['aalaam', 'आलाम']
['anvar', 'अन्वर']
['anwar', 'अन्वर']
['amaruud', 'अमरूद']
['amabarii', 'अमबरी']
['aahaahaa', 'आहाहा']
['angrezi', 'अन्ग्रेज़ी']
['aarazoo', 'आरज़ोओ']
['andher', 'अँधेर']
['aain', 'आइं']
['arab', 'अरब']
['aakaashon', 'आकाशों']
['atka', 'अटका']
['ataka', 'अटका']
['aafaton', 'आफ़तों']
['aalaap', 'आलाप']
['anmol', 'अन्मोल']
['anawaar', 'अनवार']
['astaraan', 'अस्तराँ']
['aashuftaa', 'आशुफ़्ता']
['aastaanon', 'आस्तानों']
['ambuvan', 'अम्बुवन']
['akhaan', 'अखाँ']
['alka', 'अल्का']
['amrakuut', 'अम्रकूट']
['aariz', 'आरिज़']
['alamkasho', 'अलम्कशो']
['asi', 'असी']
['asaan', 'असां']
['aasuudagi', 'आसूदगी']
['aatin', 'आतीं']
['achak', 'अचक']
['achanak', 'अचनक']
['arapbati', 'अरप्बती']
['achala', 'अचला']
['ansoon', 'आँसों']
['alkon', 'अलकों']
['alko', 'अलकों']
['achambha', 'अचम्भा']
['aamad', 'आमद']
['achchhaayi', 'अच्छाई']
['aasatinon', 'आसतीनों']
['angan', 'अंगन']
['anju', 'अंजू']
['america', 'अमेरिका']
['akhi', 'अखी']
['aabaadiyon', 'आबादियों']
['amrit', 'अमरत']
['aasa', 'आसा']
['aasaaon', 'आसाओं']
['apanaaungaa', 'अपनाऊंगा']
['aazamaaoon', 'आज़माऊँ']
['aazamaauun', 'आज़माऊँ']
['aazamaao', 'आज़माओ']
['aajamao', 'आज़माओ']
['akeli', 'एकली']
['asire', 'असीरे']
['aandhiyaan', 'आँधीयाँ']
['angadaayii', 'अंगड़ायी']
['aradaase', 'अरदासे']
['akaal', 'अकाल']
['assalaam', 'अस्सलाम']
['anjuman', 'अन्जुमन']
['anda', 'अंडा']
['ankh', 'अंख']
['ami', 'अमी']
['aazamaaen', 'आज़माएँ']
['anaadi', 'अनाड़ि']
['agali', 'अगली']
['ajaab', 'अजाब']
['apna', 'अप्ना']
['aasaani', 'आसानी']
['akkal', 'अक्कल']
['apnii', 'अप्नी']
['agarbatti', 'अगर्बत्ती']
['agarbatti', 'अगर्बत्ति']
['angaaron', 'अन्गारों']
['acchon', 'अच्छों']
['aandhiyaan', 'आन्धियाँ']
['adaalat', 'अदालत']
['aashaayein', 'आशायें']
['aarizi', 'आरीज़ी']
['aastaan', 'आस्ताँ']
['aasataan', 'आसताँ']
['abhigyaan', 'अभिग्यान']
['abhinay', 'अभिनय']
['anhoni', 'अन्होनि']
['akulaaye', 'अकुलाये']
['aashram', 'आश्रम']
['agaadha', 'अगाधा']
['anaam', 'अनाम']
['antim', 'अन्तिम']
['andheron', 'अन्धेरों']
['asadullaah', 'असदुल्लाह']
['aagaye', 'आगये']
['ang', 'अन्ग']
['aakul', 'आकुल']
['ammi', 'अम्मी']
['aajamaayega', 'आजमाएगा']
['andhiyaala', 'अंधियाला']
['amitaabh', 'अमिताभ']
['agg', 'अग्ग']
['aaida', 'आईदा']
['alabadro', 'अलबद्रो']
['asaan', 'आसां']
['aeho', 'अएहो']
['araaraaraaraara', 'अरारारारारा']
['asuron', 'असुरों']
['asiyan', 'एसियाँ']
['apni', 'अपणी']
['aadesh', 'आदेश']
['abhilaasha', 'अभीलाशा']
['afat', 'आफ़त']
['abhimanyu', 'अभिमन्यू']
['andhon', 'अंधों']
['ambava', 'अम्बवा']
['aajaaein', 'आजाएं']
['aajaayen', 'आजाएं']
['azmayenge', 'आज़माएंगे']
['abhaagini', 'अभागिनि']
['ayub', 'अयूब']
['athaah', 'अथाह']
['antpan', 'अन्त्पन']
['aahe', 'आहे']
['aahee', 'आहे']
['apnaaye', 'अपनाएँ']
['aansun', 'आँसुं']
['ansuva', 'अँसुवा']
['aawaaj', 'आवाज']
['aajamaaish', 'आजमाइश']
['anchara', 'अँचरा']
['ashaanti', 'अशांति']
['anyaayon', 'अन्यायों']
['antaryaam', 'अन्तर्याम']
['amol', 'अमोल']
['aagaaz', 'आगाज़']
['anguur', 'अँगूर']
['angoor', 'अँगूर']
['aajaaegaa', 'आजाएगा']
['akadu', 'अकड़ू']
['aamir', 'आमिर']
['aakiri', 'आख़िरी']
['angadaayeeyaan', 'अंगड़ाईयाँ']
['aazamaaya', 'आजमाया']
['aayaaz', 'आयाज़']
['aaiyega', 'आइयेगा']
['akha', 'अखा']
['asamat', 'असमत']
['alaadin', 'अलादीन']
['alladin', 'अलादीन']
['anchhui', 'अनछुई']
['ansuon', 'अंसुओं']
['angiya', 'अँगिया']
['aanganon', 'आँगनों']
['ajaamil', 'अजामील']
['aaji', 'आजि']
['arpan', 'अर्पन']
['aabashaaron', 'आबशारों']
['amaan', 'अमाँ']
['afasurda', 'अफ़सुर्दा']
['atapate', 'अटपटे']
['ambva', 'अमब्वा']
['adhuri', 'अधुरी']
['aanhon', 'आँहों']
['aayat', 'आयत']
['aazamaate', 'आज़माते']
['aalampana', 'आलम्पना']
['angaare', 'अन्गारे']
['angadaeeyaan', 'अंगड़ाइयां']
['asmaten', 'अस्मतें']
['achakaaye', 'अचकाए']
['aadi', 'आदि']
['adi', 'आदि']
['akhonse', 'आखोंसे']
['ajaye', 'अजाए']
['apnasa', 'अप्नसा']
['aasama', 'आसमा']
['apo', 'आपो']
['aahat', 'आहत']
['alam', 'आलम']
['ashikime', 'आशिकीमे']
['armanoki', 'अरमनोकी']
['aavajme', 'आवाजमे']
['aabo', 'आबो']
['abh', 'अभ']
['ab', 'अभ']
['abb', 'अभ']
['albaabaaba', 'अलबाबाबा']
['abbaas', 'अब्बास']
['aashirwaad', 'आशीर्वाद']
['aashirwad', 'आशीर्वाद']
['athiti', 'अतिति']
['atithi', 'अतिति']
['aapa', 'आपा']
['aapahu', 'आपहु']
['aaphu', 'आपहु']
['aapna', 'आपना']
['adla', 'अदला']
['andaaj', 'अंदाज']
['andaaz', 'अंदाज']
['awaage', 'आवागे']
['arriye', 'अररिय']
['ahain', 'है']
['aadmi', 'आदमी']
['aise', 'ऐसे']
['aaye', 'आए']
['aadi', 'आदि']
['anek', 'अनेक']
['aap', 'आप']
['ahmedabad', 'अहमदाबाद']
['aur', 'और']
['areas', 'एरियास']
['achha', 'अच्छा']
['acchee', 'अच्छे']
['aajkal', 'आजकल']
['ab', 'अब']
['aajki', 'आजकी']
['aana', 'आना']
['abhi', 'अभी']
['aisi', 'ऐसी']
['acchi', 'अच्छी']
['aata', 'आता']
['and', 'एंड']
['aa', 'आ']
['agyaat', 'अज्ञात']
['are', 'अरे']
['achcha', 'अच्छा']
['aakj', 'एएकेजे']
['aacha', 'अच्छा']
['ammi', 'अम्मी']
['abhinay', 'अभिनय']
['asal', 'असल']
['ali', 'अली']
['aitihasik', 'ऐतिहासिक']
['ashleel', 'अश्लील']
['anoop', 'अनूप']
['anuradha', 'अनुराधा']
['acche', 'अच्छे']
['apane', 'अपने']
['aparaadh', 'अपराध']
['alaawe', 'अलावे']
['aas-paas', 'आस-पास']
['agar', 'अगर']
['aap', 'अआप']
['abhiyantriki', 'अभियांत्रिकी']
['admission', 'एडमिशन']
['aur', 'अऔर']
['aarthik', 'आर्थिक']
['at', 'एट']
['aaya', 'आया']
['angreji', 'अन्ग्रेजी']
['aayega', 'आएगा']
['awshesh', 'अवशेष']
['ashok', 'अशोक']
['ak', 'एक']
['alag', 'अलग']
['ache', 'अच्छे']
['aganist', 'अगैंस्ट']
['aisaa', 'ऐसा']
['agara', 'अगर']
['alaga', 'अलग']
['apne', 'अपने']
['apni', 'अपनी']
['achhe', 'अच्छे']
['alava', 'अलावा']
['asaam', 'आसाम']
['aaur', 'और']
['alaawaa', 'अलावा']
['accha', 'अच्छा']
['adam', 'आदम']
['awaz', 'आवाज']
['anupatheen', 'अनुपठित']
['aaj', 'आज']
['adalat', 'अदालत']
['atithi', 'अतिथि']
['agrawal', 'अग्रवाल']
['adharit', 'आधारित']
['ayesko', 'अयस्कों']
['athwa', 'अथवा']
['ayojit', 'आयोजित']
['antarrashtriya', 'अंतर्राष्ट्रीय']
['adivasi', 'आदिवासी']
['adheek', 'अधिक']
['agle', 'अगले']
['annaan', 'अन्नान']
['antargat', 'अंतर्गत']
['ayojan', 'आयोजन']
['adhaar', 'आधार']
['adhikari', 'अधिकारी']
['africa', 'अफ्रिका']
['anubhavi', 'अनुभवी']
['ab', 'अब']
['avsar', 'अवसर']
['abn', 'एबीएन']
['amro', 'अमरो']
['aur', 'और']
['apitu', 'अपितु']
['aage', 'आगे']
['aane', 'आना']
['apne', 'अपने']
['aur', 'एवं']
['aate', 'आते']
['ahmed', 'अहमद']
['aazam', 'आज़म']
['aankhen', 'आँखें']
['aga', 'आगा']
['amriki', 'अमरीकी']
['aankro', 'आंकड़ों']
['aadhaar', 'आधार']
['avsaron', 'अवसरों']
['aayaat', 'आयात']
['abhiyaan', 'अभियान']
['abu', 'अबु']
['arab', 'अरब']
['adivasiyo', 'आदिवासियों']
['adhyakshkta', 'अध्यक्षता']
['aanand', 'आनंद']
['adhyan', 'अध्ययन']
['adhikariyo', 'अधिकारियों']
['agle', 'अगले']
['avgat', 'अवगत']
['aaj', 'आज']
['anand', 'आनंद']
['ambedkar', 'अम्बेदकर']
['aas', 'आस']
['apprel', 'अप्रिल']
['aasyaan', 'एएएसवाइएएएन']
['adhay', 'अध्याय']
['azad', 'आज़ाद']
['apnani', 'अपनानी']
['adhikaariyon', 'अधिकारियों']
['ameerat', 'अमीरात']
['apraadhi', 'अपराधी']
['adhiniyam', 'अधिनिअयम']
['apraahan', 'अपराह्न']
['ab', 'अब']
['awsar', 'अवसर']
['abn', 'एबीएन']
['amro', 'अमरो']
['and', 'एंड']
['aap', 'आप']
['abhi', 'अपनी']
['ahmed', 'अहमद']
['azam', 'आज़म']
['aagha', 'आगा']
['amriki', 'अमरीकी']
['aankdon', 'आंकड़ों']
['aadhar', 'आधार']
['awsaron', 'अवसरों']
['adhik', 'अधिक']
['abu', 'अबु']
['arab', 'अरब']
['aath', 'आठ']
['aadivasiyon', 'आदिवासियों']
['adhyakshta', 'अध्यक्षता']
['anand', 'आनंद']
['aiwam', 'एवं']
['adhyayan', 'अध्ययन']
['adhikariyon', 'अधिकारियों']
['aadivasi', 'आदिवासी']
['anand', 'आनंद']
['awashwak', 'आवश्यक']
['avinash', 'अविनाश']
['anil', 'अनिल']
['ahwan', 'आह्वान']
['adhikar', 'अधिकार']
['aaise', 'ऐसे']
['adhiniyam', 'अधिनियम']
['athara', 'अठारह']
['adhin', 'अधीन']
['adhisuchit', 'अधिसूचित']
['australiyai', 'ऑस्ट्रेलियाई']
['asani', 'आसानी']
['adan', 'आदान']
